restaurant_id,restaurant_name,market,city,city_size,cuisine_type,is_chain,acquisition_channel,signup_date
R-0283,Thai Frankfurt 0283,DE,Frankfurt,Metro,Thai,0,Referral,2026-08-24
R-0284,Burger Stavanger 0284,NO,Stavanger,Small,Burger,0,Direct sales,2026-06-05
R-0285,Chinese Oslo 0285,NO,OSLO,Metro,Chinese,0,Paid search,2026-04-20
R-0286,Sushi Manchester 0286,UK,Manchester,Small,Sushi,0,Direct sales,2025-04-21
R-0287,Nordic Manchester 0287,UK,Manchester,Mid,Nordic,0,Direct sales,2025-04-07
R-0288,Sushi Berlin 0288,DE,Berlin,Metro,Sushi,1,Paid search,2025-12-06
R-0289,Chinese Aalborg 0289,DK,AALBORG,Small,Chinese,1,Paid search,2026-02-12
R-0290,Sushi Esbjerg 0290,DK,Esbjerg,Mid,N/A,1,Paid search,2025-04-02
R-0291,Sushi Berlin 0291,DE,Berlin,Mid,Sushi,0,Inbound,2025-10-15
R-0292,Burger Esbjerg 0292,DK,Esbjerg,Metro,Burger,0,Paid search,2026-05-03
R-0293,Kebab Leeds 0293,UK,  Leeds ,Metro,Kebab,0,Inbound,2026-06-09
R-0294,Sushi Birmingham 0294,uk,Birmingham,Mid,Sushi,0,Partner,2025-03-07
R-0295,Vegetarian Birmingham 0295,UK,Birmingham,Metro,Vegetarian,0,Inbound,2025-12-13
R-0296,Burger Aalborg 0296,DK,  Aalborg ,Metro,Burger,1,Partner,2025-11-01
R-0297,Thai Hamburg 0297,DE,Hamburg,Mid,Thai,1,Direct sales,2025-08-05
R-0298,Thai Birmingham 0298,UK,Birmingham,Metro,Thai,0,Partner,2025-11-25
R-0299,Sushi Manchester 0299,UK,Manchester,Mid,Sushi,0,Inbound,2025-11-22
R-0300,Pizza Stavanger 0300,NO,Stavanger,Metro,Pizza,1,Inbound,03/07/2026
R-0301,Pizza Berlin 0301,DE,Berlin,Metro,Pizza,0,Direct sales,2025-12-25
R-0302,Thai Aarhus 0302,Denmark,  Aarhus ,Metro,Thai,0,Inbound,2026-04-14
R-0303,Chinese Aalborg 0303,DK,Aalborg,Metro,Chinese,0,Inbound,2025-10-27
R-0304,Pizza Leeds 0304,United Kingdom,Leeds,Small,Pizza,0,Partner,2026-02-09
R-0305,Nordic Berlin 0305,DE,  Berlin ,Metro,Nordic,0,Inbound,2025-05-21
R-0306,Thai Hamburg 0306,DE,Hamburg,Metro,Thai,0,Referral,2026-04-08
R-0307,Sushi Leeds 0307,UK,Leeds,Mid,Sushi,0,Referral,2026-08-22
R-0308,Burger Aarhus 0308,DK,Aarhus,Metro,Burger,1,Direct sales,2026-02-01
R-0309,Sushi Stavanger 0309,NO,Stavanger,Metro,Sushi,0,Paid search,2025-09-07
R-0310,Burger Esbjerg 0310,DK,Esbjerg,Mid,Burger,0,Direct sales,2026-03-15
R-0311,Pizza Esbjerg 0311,DK,Esbjerg,Metro,Pizza,0,Paid search,2025-12-23
R-0312,Pizza Birmingham 0312,UK,Birmingham,Small,Pizza,1,Paid search,2026-01-01
R-0313,Sushi Copenhagen 0313,DK,Copenhagen,Small,Sushi,1,Inbound,2026-08-31
R-0314,Sushi Aalborg 0314,DK,Aalborg,Metro,Sushi,0,Direct sales,2026-01-05
R-0315,Burger Birmingham 0315,uk,Birmingham,Mid,Burger,1,Paid search,2026-02-05
R-0316,Vegetarian Odense 0316,DK,Odense,Mid,Vegetarian,0,Partner,2026-03-12
R-0317,Pizza Leeds 0317,United Kingdom,Leeds,Mid,Pizza,0,Partner,2026-08-26
R-0318,Burger Birmingham 0318,UK,Birmingham,Metro,Burger,0,Direct sales,2026-08-02
R-0319,Nordic Birmingham 0319,UK,Birmingham,Metro,Nordic,0,Direct sales,2026-07-10
R-0320,Sushi Manchester 0320,uk,MANCHESTER,Small,Sushi,0,Referral,2025-04-14
R-0321,Pizza Esbjerg 0321,DK,Esbjerg,Metro,Pizza,0,Direct sales,2026-01-02
R-0322,Pizza Manchester 0322,UK,Manchester,Mid,N/A,0,Referral,2026-08-22
R-0323,Pizza Aarhus 0323,DK,Aarhus,Metro,Pizza,0,Inbound,2025-07-29
R-0324,Burger Odense 0324,DK,Odense,Metro,Burger,1,Referral,04/01/2025
R-0325,Pizza Leeds 0325,UK,Leeds,Metro,Pizza,0,Inbound,2025-07-18
R-0326,Kebab Munich 0326,DE,  Munich ,Metro,Kebab,0,Direct sales,2025-06-27
R-0327,Chinese Malmo 0327,SE,Malmo,Small,Chinese,0,Direct sales,2026-05-28
R-0328,Sushi Cologne 0328,DE,Cologne,Mid,Sushi,0,Referral,2025-11-17
R-0329,Pizza Munich 0329,DE,Munich,Mid,Pizza,0,Inbound,11/08/2025
R-0330,Pizza Aalborg 0330,dk,Aalborg,Mid,Pizza,0,Partner,10/02/2025
R-0331,Thai Aarhus 0331,dk,Aarhus,Mid,Thai,0,Paid search,2025-08-25
R-0332,Thai Bergen 0332,NO,Bergen,Mid,Thai,0,Inbound,2026-07-24
R-0333,Chinese Manchester 0333,UK,Manchester,Metro,Chinese,1,Partner,25/08/2026
R-0334,Sushi Frankfurt 0334,de,Frankfurt,Mid,Sushi,1,Partner,2025-06-06
R-0335,Thai Berlin 0335,DE,Berlin,Metro,Thai,0,Inbound,2025-05-02
R-0336,Pizza Hamburg 0336,Germany,Hamburg,Small,Pizza,1,Referral,15/09/2025
R-0337,Thai Copenhagen 0337,Denmark,Copenhagen,Metro,Thai,0,Paid search,2025-03-14
R-0338,Kebab Bergen 0338,NO,Bergen,Metro,Kebab,1,Paid search,10/02/2026
R-0339,Pizza Aalborg 0339,DK,Aalborg,Small,Pizza,0,Partner,2025-05-23
R-0340,Pizza Leeds 0340,UK,Leeds,Metro,Pizza,0,Paid search,2025-10-31
R-0341,Vegetarian Bergen 0341,NO,Bergen,Metro,Vegetarian,1,Direct sales,08/07/2025
R-0342,Pizza Leeds 0342,UK,  Leeds ,Small,Pizza,1,Inbound,2025-06-10
R-0343,Kebab Odense 0343,Denmark,ODENSE,Metro,Kebab,0,Inbound,27/05/2026
R-0344,Thai Malmo 0344,SE,Malmo,Mid,Thai,0,Partner,2025-02-18
R-0345,Nordic Aarhus 0345,DK,Aarhus,Metro,Nordic,0,Direct sales,2025-05-06
R-0346,Thai Trondheim 0346,NO,Trondheim,Metro,Thai,0,Partner,2026-04-23
R-0347,Nordic Manchester 0347,UK,  Manchester ,Metro,Nordic,0,Paid search,2025-12-20
R-0348,Sushi Odense 0348,DK,Odense,Mid,Sushi,0,Partner,2025-07-23
R-0349,Pizza Cologne 0349,DE,COLOGNE,Metro,Pizza,0,Direct sales,2025-05-24
R-0350,Kebab Berlin 0350,DE,Berlin,Metro,Kebab,0,Paid search,2025-03-12
R-0351,Burger Aalborg 0351,DK,Aalborg,Metro,Burger,0,Direct sales,2025-04-23
R-0352,Pizza Leeds 0352,UK,Leeds,Mid,Pizza,0,Direct sales,29/10/2025
R-0353,Kebab London 0353,UK,London,Small,Kebab,0,Referral,04/08/2025
R-0354,Pizza Bergen 0354,NO,Bergen,Mid,Pizza,0,Direct sales,2026-01-27
R-0355,Indian Aalborg 0355,DK,Aalborg,Small,Indian,0,Direct sales,2025-09-27
R-0356,Thai Oslo 0356,no,Oslo,Mid,Thai,0,Direct sales,2026-07-12
R-0357,Pizza Aarhus 0357,Denmark,Aarhus,Mid,Pizza,0,Referral,18/02/2025
R-0358,Sushi Berlin 0358,DE,Berlin,Mid,Sushi,0,Referral,25/02/2025
R-0359,Indian Frankfurt 0359,de,Frankfurt,Mid,Indian,1,Inbound,2025-04-14
R-0360,Thai Manchester 0360,UK,Manchester,Small,Thai,1,Partner,2026-05-23
R-0361,Thai Hamburg 0361,DE,Hamburg,Metro,Thai,0,Inbound,27/05/2025
R-0362,Burger Stavanger 0362,NO,Stavanger,Metro,Burger,0,Inbound,2025-09-16
R-0363,Kebab Leeds 0363,UK,Leeds,Metro,Kebab,0,Partner,2025-01-16
R-0364,Pizza Odense 0364,DK,Odense,Mid,Pizza,0,Direct sales,05/05/2025
R-0365,Vegetarian Stavanger 0365,no,Stavanger,Mid,Vegetarian,0,Direct sales,2026-06-03
R-0366,Thai Manchester 0366,uk,Manchester,Mid,Thai,0,Inbound,2025-04-27
R-0367,Indian Leeds 0367,uk,Leeds,Metro,Indian,0,Paid search,01/05/2025
R-0368,Thai Odense 0368,DK,  Odense ,Small,Thai,0,Direct sales,12/02/2026
R-0369,Burger Bristol 0369,UK,Bristol,Mid,Burger,0,Direct sales,02/03/2025
R-0370,Burger Leeds 0370,UK,  Leeds ,Metro,Burger,0,Referral,2026-08-25
R-0371,Pizza Cologne 0371,DE,  Cologne ,Metro,Pizza,0,Paid search,2025-12-12
R-0372,Kebab London 0372,UK,London,Metro,Kebab,1,Referral,2025-12-04
R-0373,Indian Odense 0373,dk,Odense,Small,Indian,0,Referral,2026-07-26
R-0374,Vegetarian Aarhus 0374,DK,Aarhus,Small,Vegetarian,0,Inbound,2025-08-01
R-0375,Chinese London 0375,UK,London,Metro,Chinese,1,Referral,2025-02-16
R-0376,Sushi Leeds 0376,UK,  Leeds ,Metro,Sushi,0,Referral,2025-02-07
R-0377,Pizza Leeds 0377,UK,Leeds,Small,unknown,0,Direct sales,03/07/2025
R-0378,Kebab Manchester 0378,UK,  Manchester ,Metro,Kebab,0,Paid search,05/06/2026
R-0379,Burger Copenhagen 0379,DK,  Copenhagen ,Metro,Burger,0,Partner,2025-01-24
R-0380,Sushi Manchester 0380,UK,Manchester,Metro,Sushi,0,Inbound,2026-08-23
R-0381,Indian Aalborg 0381,DK,Aalborg,Small,Indian,0,Direct sales,29/10/2025
R-0382,Thai Manchester 0382,UK,Manchester,Mid,Thai,0,Inbound,2025-09-27
R-0383,Kebab London 0383,UK,  London ,Small,Kebab,0,Direct sales,2025-06-02
R-0384,Pizza Odense 0384,DK,Odense,Mid,Pizza,0,Partner,2025-12-25
R-0385,Pizza Bristol 0385,uk,Bristol,Mid,Pizza,0,Direct sales,2025-06-08
R-0386,Burger Birmingham 0386,United Kingdom,Birmingham,Small,Burger,0,Partner,2025-09-28
R-0387,Vegetarian Aarhus 0387,dk,AARHUS,Mid,Vegetarian,0,Inbound,29/06/2026
R-0388,Thai Aalborg 0388,DK,Aalborg,Mid,Thai,0,Direct sales,2025-03-02
R-0389,Pizza London 0389,UK,London,Mid,Pizza,0,Partner,2025-10-24
R-0390,Indian Malmo 0390,Sweden,Malmo,Small,Indian,0,Inbound,2025-08-05
R-0391,Chinese Frankfurt 0391,DE,  Frankfurt ,Small,Chinese,1,Referral,2026-04-05
R-0392,Kebab Esbjerg 0392,DK,Esbjerg,Metro,Kebab,0,Inbound,2025-11-26
R-0393,Burger Oslo 0393,NO,  Oslo ,Metro,Burger,0,Paid search,2026-08-28
R-0394,Pizza Bristol 0394,UK,Bristol,Small,Pizza,0,Referral,16/11/2025
R-0395,Burger Bergen 0395,NO,Bergen,Mid,Burger,0,Paid search,10/03/2026
R-0396,Indian Aarhus 0396,DK,Aarhus,Mid,Indian,1,Direct sales,2026-01-19
R-0397,Indian Odense 0397,DK,Odense,Metro,Indian,0,Direct sales,2026-01-01
R-0398,Burger Aarhus 0398,DK,AARHUS,Mid,Burger,1,Paid search,04/11/2025
R-0399,Indian Trondheim 0399,NO,Trondheim,Metro,Indian,1,Referral,26/04/2026
R-0400,Thai Frankfurt 0400,DE,Frankfurt,Metro,Thai,0,Referral,2026-04-16
R-0401,Pizza Birmingham 0401,UK,Birmingham,Mid,Pizza,0,Inbound,04/07/2025
R-0402,Thai Gothenburg 0402,SE,GOTHENBURG,Small,Thai,1,Inbound,08/06/2026
R-0403,Pizza Esbjerg 0403,DK,Esbjerg,Mid,Pizza,0,Referral,2026-05-30
R-0404,Pizza Manchester 0404,UK,Manchester,Metro,Pizza,0,Direct sales,2025-08-02
R-0405,Indian London 0405,UK,  London ,Small,Indian,0,Referral,16/07/2026
R-0406,Burger Esbjerg 0406,DK,Esbjerg,Small,Burger,1,Inbound,05/07/2026
R-0407,Kebab Bergen 0407,NO,  Bergen ,Mid,Kebab,0,Paid search,21/11/2025
R-0408,Chinese Copenhagen 0408,dk,  Copenhagen ,Mid,Chinese,0,Paid search,2026-04-30
R-0409,Indian Aarhus 0409,DK,Aarhus,Metro,Indian,0,Referral,05/06/2025
R-0410,Indian Copenhagen 0410,DK,Copenhagen,Metro,Indian,1,Partner,2025-11-09
R-0411,Pizza Munich 0411,DE,  Munich ,Mid,Pizza,0,Direct sales,2025-10-09
R-0412,Thai Munich 0412,DE,Munich,Mid,Thai,0,Referral,2025-10-31
R-0413,Pizza Frankfurt 0413,DE,Frankfurt,Small,Pizza,0,Partner,2025-09-15
R-0414,Sushi London 0414,UK,London,Metro,N/A,0,Inbound,2026-07-26
R-0415,Sushi Munich 0415,Germany,  Munich ,Mid,Sushi,0,Direct sales,2025-04-17
R-0416,Indian Manchester 0416,UK,Manchester,Small,Indian,0,Inbound,2025-11-26
R-0417,Chinese Munich 0417,DE,Munich,Mid,Chinese,1,Referral,2026-08-17
R-0418,Burger London 0418,uk,London,Mid,Burger,1,Inbound,2025-08-17
R-0419,Sushi Stavanger 0419,NO,Stavanger,Mid,Sushi,0,Inbound,2025-12-22
R-0420,Burger Odense 0420,Denmark,Odense,Metro,Burger,0,Inbound,2025-02-21
R-0421,Pizza Birmingham 0421,uk,BIRMINGHAM,Mid,Pizza,1,Inbound,2025-11-24
R-0422,Pizza Copenhagen 0422,DK,  Copenhagen ,Mid,Pizza,0,Paid search,2026-03-11
R-0423,Indian Trondheim 0423,NO,Trondheim,Mid,Indian,0,Direct sales,2025-07-20
R-0424,Pizza Aarhus 0424,DK,Aarhus,Metro,Pizza,0,Inbound,2025-06-19
R-0425,Nordic Aarhus 0425,DK,Aarhus,Metro,Nordic,0,Direct sales,2026-01-07
R-0426,Sushi Bristol 0426,UK,Bristol,Mid,Sushi,1,Referral,01/02/2025
R-0427,Pizza Esbjerg 0427,DK,Esbjerg,Metro,Pizza,1,Paid search,2026-07-02
R-0428,Burger Frankfurt 0428,DE,Frankfurt,Mid,Burger,0,Partner,2026-03-31
R-0429,Nordic Aarhus 0429,DK,Aarhus,Metro,Nordic,0,Partner,09/07/2025
R-0430,Kebab Birmingham 0430,UK,Birmingham,Metro,Kebab,0,Paid search,2026-04-17
R-0431,Nordic London 0431,UK,London,Metro,Nordic,1,Partner,2026-02-11
R-0432,Pizza Gothenburg 0432,SE,Gothenburg,Small,Pizza,0,Paid search,2026-05-18
R-0433,Sushi Esbjerg 0433,DK,Esbjerg,Small,Sushi,0,Inbound,2026-05-04
R-0434,Pizza Bristol 0434,UK,Bristol,Metro,Pizza,0,Referral,2025-03-26
R-0435,Burger Uppsala 0435,SE,Uppsala,Metro,Burger,0,Paid search,2026-02-10
R-0436,Nordic Hamburg 0436,Germany,Hamburg,Mid,Nordic,0,Paid search,2025-03-28
R-0437,Burger London 0437,UK,London,Small,Burger,1,Direct sales,2026-02-04
R-0438,Pizza Berlin 0438,DE,  Berlin ,Metro,Pizza,0,Paid search,21/05/2026
R-0439,Sushi Berlin 0439,DE,Berlin,Metro,Sushi,0,Referral,2025-12-24
R-0440,Pizza Esbjerg 0440,dk,Esbjerg,Metro,Pizza,1,Direct sales,2026-03-18
R-0441,Thai Frankfurt 0441,DE,Frankfurt,Metro,,1,Paid search,2026-08-08
R-0442,Thai London 0442,UK,London,Metro,Thai,0,Referral,2026-04-10
R-0443,Indian Manchester 0443,UK,Manchester,Small,Indian,0,Paid search,17/06/2026
R-0444,Pizza Aarhus 0444,Denmark,Aarhus,Mid,Pizza,1,Partner,2025-12-23
R-0445,Burger Manchester 0445,UK,Manchester,Metro,Burger,0,Partner,2025-07-22
R-0446,Thai Bergen 0446,NO,BERGEN,Metro,Thai,0,Inbound,2025-01-22
R-0447,Pizza Birmingham 0447,UK,BIRMINGHAM,Mid,Pizza,0,Direct sales,2025-08-26
R-0448,Sushi Uppsala 0448,SE,Uppsala,Metro,Sushi,0,Partner,2026-02-09
R-0449,Pizza Stockholm 0449,SE,Stockholm,Mid,Pizza,0,Partner,2026-01-28
R-0450,Pizza Stavanger 0450,NO,Stavanger,Mid,Pizza,1,Inbound,2025-09-17
R-0451,Indian Birmingham 0451,UK,Birmingham,Mid,Indian,1,Paid search,2025-05-19
R-0452,Vegetarian Odense 0452,DK,Odense,Mid,Vegetarian,1,Partner,2026-07-21
R-0453,Sushi Aarhus 0453,DK,Aarhus,Metro,Sushi,0,Paid search,12/09/2025
R-0454,Burger Copenhagen 0454,DK,Copenhagen,Metro,Burger,0,Partner,2025-06-30
R-0455,Pizza Aalborg 0455,DK,  Aalborg ,Metro,Pizza,0,Direct sales,2025-09-27
R-0456,Thai Copenhagen 0456,DK,Copenhagen,Mid,Thai,0,Direct sales,2026-07-09
R-0457,Pizza Bergen 0457,NO,Bergen,Metro,Pizza,0,Inbound,2025-11-17
R-0458,Pizza Esbjerg 0458,DK,Esbjerg,Metro,Pizza,0,Direct sales,2026-06-08
R-0459,Kebab Copenhagen 0459,DK,Copenhagen,Mid,Kebab,0,Partner,2026-05-30
R-0460,Kebab Copenhagen 0460,DK,Copenhagen,Mid,Kebab,0,Paid search,2026-08-09
R-0461,Nordic Copenhagen 0461,DK,Copenhagen,Small,,0,Partner,2026-04-07
R-0462,Indian Birmingham 0462,United Kingdom,Birmingham,Metro,Indian,0,Paid search,2025-12-23
R-0463,Burger Hamburg 0463,DE,Hamburg,Metro,Burger,0,Paid search,2025-12-11
R-0464,Nordic Copenhagen 0464,DK,Copenhagen,Small,Nordic,0,Direct sales,2025-04-01
R-0465,Vegetarian Leeds 0465,UK,Leeds,Small,Vegetarian,0,Direct sales,2026-02-21
R-0466,Burger Odense 0466,DK,  Odense ,Metro,Burger,0,Inbound,2025-07-11
R-0467,Pizza Manchester 0467,UK,Manchester,Metro,Pizza,0,Inbound,2025-10-26
R-0468,Thai Aalborg 0468,DK,Aalborg,Small,Thai,0,Paid search,07/09/2025
R-0469,Thai Bergen 0469,NO,Bergen,Small,Thai,1,Paid search,2025-10-31
R-0470,Vegetarian Copenhagen 0470,DK,Copenhagen,Mid,Vegetarian,0,Referral,2025-10-05
R-0471,Kebab Stockholm 0471,Sweden,  Stockholm ,Small,unknown,0,Paid search,2026-05-16
R-0472,Chinese Berlin 0472,DE,Berlin,Metro,Chinese,0,Direct sales,2025-04-22
R-0473,Pizza Manchester 0473,UK,Manchester,Mid,Pizza,0,Paid search,04/02/2026
R-0474,Sushi Cologne 0474,DE,  Cologne ,Mid,Sushi,1,Referral,25/06/2025
R-0475,Burger Leeds 0475,UK,  Leeds ,Mid,Burger,0,Inbound,2026-08-24
R-0476,Chinese Munich 0476,DE,Munich,Metro,Chinese,0,Inbound,2025-12-15
R-0477,Kebab Oslo 0477,NO,Oslo,Metro,Kebab,0,Inbound,2026-01-04
R-0478,Pizza Aarhus 0478,Denmark,  Aarhus ,Mid,Pizza,0,Paid search,2026-05-09
R-0479,Burger Aalborg 0479,DK,Aalborg,Metro,Burger,0,Inbound,2026-06-20
R-0480,Thai London 0480,UK,  London ,Metro,Thai,0,Referral,2026-06-17
R-0481,Sushi Malmo 0481,SE,Malmo,Mid,unknown,1,Partner,2026-04-08
R-0482,Thai Trondheim 0482,NO,Trondheim,Mid,Thai,0,Paid search,07/12/2025
R-0483,Indian Esbjerg 0483,DK,  Esbjerg ,Metro,Indian,0,Referral,2025-10-20
R-0484,Kebab Aalborg 0484,DK,  Aalborg ,Mid,Kebab,0,Partner,2026-01-05
R-0485,Pizza Esbjerg 0485,DK,Esbjerg,Small,Pizza,0,Partner,2026-08-25
R-0486,Kebab Aalborg 0486,DK,  Aalborg ,Metro,Kebab,0,Referral,2025-12-03
R-0487,Indian Aalborg 0487,DK,Aalborg,Mid,Indian,1,Direct sales,2025-04-26
R-0488,Indian Copenhagen 0488,DK,Copenhagen,Small,Indian,0,Referral,2025-08-21
R-0489,Pizza Bergen 0489,NO,Bergen,Metro,Pizza,0,Direct sales,2026-02-03
R-0490,Burger Oslo 0490,no,Oslo,Small,,1,Paid search,2025-11-16
R-0491,Pizza London 0491,UK,London,Metro,Pizza,0,Inbound,2025-01-27
R-0492,Burger Bristol 0492,uk,Bristol,Mid,Burger,0,Inbound,2026-02-05
R-0493,Nordic Odense 0493,Denmark,Odense,Metro,Nordic,0,Referral,04/04/2026
R-0494,Chinese Aarhus 0494,DK,AARHUS,Small,Chinese,0,Paid search,2026-07-25
R-0495,Nordic Oslo 0495,NO,Oslo,Metro,Nordic,0,Inbound,2025-02-16
R-0496,Indian Munich 0496,DE,Munich,Small,unknown,0,Inbound,2026-08-17
R-0497,Burger Aarhus 0497,DK,Aarhus,Metro,Burger,0,Partner,2025-10-30
R-0498,Chinese Bristol 0498,UK,  Bristol ,Metro,Chinese,0,Direct sales,2026-06-03
R-0499,Kebab Cologne 0499,de,Cologne,Mid,Kebab,0,Direct sales,2026-04-29
R-0500,Kebab Stockholm 0500,SE,Stockholm,Metro,Kebab,0,Direct sales,2026-08-14
R-0501,Pizza Frankfurt 0501,DE,Frankfurt,Mid,Pizza,1,Paid search,2025-09-29
R-0502,Thai Odense 0502,DK,Odense,Mid,Thai,1,Partner,24/07/2025
R-0503,Thai Aarhus 0503,DK,Aarhus,Metro,Thai,0,Inbound,2026-04-12
R-0504,Burger Stavanger 0504,NO,Stavanger,Mid,Burger,1,Direct sales,09/05/2026
R-0505,Kebab Odense 0505,DK,Odense,Mid,Kebab,0,Direct sales,16/03/2026
R-0506,Vegetarian Cologne 0506,DE,Cologne,Metro,Vegetarian,0,Inbound,22/08/2026
R-0507,Pizza Frankfurt 0507,Germany,Frankfurt,Metro,Pizza,0,Referral,16/10/2025
R-0508,Pizza Bristol 0508,UK,Bristol,Small,Pizza,0,Inbound,2026-02-06
R-0509,Chinese Copenhagen 0509,DK,Copenhagen,Mid,Chinese,0,Direct sales,02/06/2026
R-0510,Nordic Odense 0510,DK,  Odense ,Mid,Nordic,0,Partner,07/04/2025
R-0511,Burger Copenhagen 0511,DK,  Copenhagen ,Metro,Burger,0,Referral,2026-06-02
R-0512,Nordic Munich 0512,DE,Munich,Metro,Nordic,0,Paid search,2025-09-29
R-0513,Burger London 0513,UK,  London ,Mid,Burger,1,Inbound,2025-05-19
R-0514,Pizza Berlin 0514,Germany,Berlin,Metro,Pizza,0,Referral,2025-10-09
R-0515,Nordic Odense 0515,dk,  Odense ,Small,Nordic,0,Direct sales,2025-11-17
R-0516,Pizza Copenhagen 0516,Denmark,Copenhagen,Mid,Pizza,0,Inbound,2026-04-20
R-0517,Pizza Leeds 0517,UK,Leeds,Metro,Pizza,0,Inbound,2026-07-05
R-0518,Vegetarian Aarhus 0518,DK,Aarhus,Metro,Vegetarian,0,Inbound,17/09/2025
R-0519,Kebab Leeds 0519,UK,Leeds,Metro,Kebab,0,Partner,2025-05-16
R-0520,Indian Leeds 0520,UK,Leeds,Small,Indian,0,Referral,17/12/2025
R-0521,Sushi Manchester 0521,UK,Manchester,Metro,Sushi,0,Direct sales,2026-08-20
R-0522,Kebab Odense 0522,DK,Odense,Metro,Kebab,1,Referral,2026-07-30
R-0523,Pizza Esbjerg 0523,dk,Esbjerg,Metro,Pizza,0,Direct sales,26/04/2025
R-0524,Thai London 0524,UK,  London ,Mid,Thai,0,Inbound,2026-03-29
R-0525,Burger Odense 0525,DK,Odense,Metro,Burger,0,Inbound,25/01/2025
R-0526,Chinese Uppsala 0526,se,Uppsala,Mid,Chinese,0,Direct sales,2025-05-13
R-0527,Chinese Aarhus 0527,DK,Aarhus,Metro,Chinese,0,Partner,2025-12-30
R-0528,Chinese Aarhus 0528,DK,Aarhus,Small,,0,Direct sales,2026-05-05
R-0529,Pizza Copenhagen 0529,DK,Copenhagen,Metro,Pizza,0,Inbound,2025-09-06
R-0530,Indian Aarhus 0530,DK,Aarhus,Metro,Indian,0,Direct sales,22/08/2025
R-0531,Burger Uppsala 0531,SE,  Uppsala ,Small,Burger,0,Direct sales,2025-01-25
R-0532,Thai Birmingham 0532,UK,Birmingham,Mid,Thai,1,Referral,2026-07-16
R-0533,Burger Gothenburg 0533,SE,Gothenburg,Metro,Burger,0,Referral,2025-07-21
R-0534,Kebab Berlin 0534,DE,Berlin,Metro,Kebab,0,Paid search,2025-09-29
R-0535,Burger Leeds 0535,UK,Leeds,Mid,Burger,1,Direct sales,09/08/2025
R-0536,Pizza Uppsala 0536,SE,Uppsala,Metro,Pizza,0,Inbound,30/06/2025
R-0537,Chinese Hamburg 0537,DE,Hamburg,Metro,unknown,0,Referral,2026-08-19
R-0538,Pizza Bergen 0538,NO,BERGEN,Mid,Pizza,0,Direct sales,2025-01-08
R-0539,Kebab Odense 0539,DK,Odense,Metro,Kebab,0,Direct sales,2025-12-09
R-0540,Pizza Aarhus 0540,DK,  Aarhus ,Mid,Pizza,1,Referral,2026-06-06
R-0541,Burger Birmingham 0541,UK,Birmingham,Mid,Burger,0,Partner,2026-01-12
R-0542,Kebab Oslo 0542,NO,OSLO,Mid,Kebab,0,Direct sales,25/05/2026
R-0543,Burger Frankfurt 0543,DE,Frankfurt,Mid,Burger,0,Paid search,2026-02-12
R-0544,Pizza Aarhus 0544,DK,Aarhus,Small,Pizza,0,Partner,2026-04-18
R-0545,Kebab Birmingham 0545,UK,Birmingham,Metro,unknown,0,Direct sales,2025-05-15
R-0546,Vegetarian Gothenburg 0546,Sweden,Gothenburg,Small,Vegetarian,0,Paid search,2026-06-18
R-0547,Kebab Stockholm 0547,SE,Stockholm,Metro,Kebab,0,Referral,02/10/2025
R-0548,Kebab Leeds 0548,UK,Leeds,Mid,Kebab,0,Partner,2025-10-26
R-0549,Kebab Esbjerg 0549,DK,Esbjerg,Metro,Kebab,0,Partner,2025-03-27
R-0550,Thai Aarhus 0550,DK,AARHUS,Small,Thai,0,Partner,2025-01-16
R-0551,Sushi Odense 0551,DK,Odense,Metro,Sushi,1,Inbound,2025-06-08
R-0552,Burger Manchester 0552,UK,Manchester,Metro,Burger,0,Referral,2026-01-20
R-0553,Burger Uppsala 0553,SE,Uppsala,Mid,Burger,0,Paid search,2025-05-12
R-0554,Thai Frankfurt 0554,DE,Frankfurt,Metro,Thai,0,Inbound,2025-11-24
R-0555,Burger Birmingham 0555,UK,Birmingham,Mid,Burger,0,Direct sales,2025-10-08
R-0556,Nordic Copenhagen 0556,DK,Copenhagen,Mid,Nordic,0,Referral,01/01/2026
R-0557,Burger Esbjerg 0557,Denmark,  Esbjerg ,Metro,Burger,0,Partner,2026-06-05
R-0558,Pizza Bristol 0558,UK,Bristol,Metro,Pizza,0,Referral,2026-07-22
R-0559,Kebab Bristol 0559,UK,Bristol,Mid,Kebab,0,Paid search,2025-01-23
R-0560,Pizza Esbjerg 0560,DK,Esbjerg,Metro,Pizza,0,Inbound,2025-08-04
R-0561,Vegetarian Malmo 0561,se,  Malmo ,Metro,Vegetarian,0,Referral,2026-06-20
R-0562,Thai Aalborg 0562,DK,Aalborg,Mid,Thai,1,Direct sales,2026-06-20
R-0563,Burger Berlin 0563,DE,Berlin,Mid,N/A,0,Partner,16/04/2025
R-0564,Thai Munich 0564,Germany,Munich,Metro,Thai,0,Inbound,2026-06-22
R-0565,Vegetarian Trondheim 0565,no,Trondheim,Small,Vegetarian,0,Partner,2026-06-19
R-0566,Kebab Berlin 0566,Germany,Berlin,Metro,Kebab,1,Partner,2025-11-15
R-0567,Vegetarian Aalborg 0567,DK,AALBORG,Mid,Vegetarian,0,Inbound,17/12/2025
R-0568,Sushi Esbjerg 0568,DK,Esbjerg,Metro,Sushi,0,Paid search,2025-01-06
R-0569,Vegetarian Stockholm 0569,SE,Stockholm,Mid,Vegetarian,0,Direct sales,2026-05-24
