ticket_id,restaurant_id,ticket_date,category,resolution_hours,satisfaction_score
T-000509,R-0181,2026-03-23,Billing,9.4,3
T-000510,R-0181,2026-03-02,Menu,2.3,5
T-000511,R-0181,2026-04-24,Technical,10.5,4
T-000512,R-0181,2026-04-13,Onboarding,16.2,5
T-000513,R-0181,2026-06-03,Billing,2.4,5
T-000514,R-0181,2026-07-27,Technical,3.7,4
T-000515,R-0182,2026-02-10,Menu,6.0,5
T-000516,R-0182,2026-04-29,Technical,5.3,4
T-000517,R-0182,2026-04-14,Technical,7.1,5
T-000518,R-0182,2026-06-13,Technical,3.9,4
T-000519,R-0182,2026-07-11,Technical,3.5,4
T-000520,R-0182,2026-07-16,Technical,5.1,4
T-000521,R-0182,2026-08-27,Payments,2.8,5
T-000522,R-0183,2025-07-15,Onboarding,23.4,3
T-000523,R-0183,2025-07-16,Billing,8.9,5
T-000524,R-0184,2025-01-29,Billing,1.3,3
T-000525,R-0184,2025-01-31,Payments,10.8,4
T-000526,R-0184,2025-02-05,Onboarding,8.5,5
T-000527,R-0184,2025-04-14,Menu,1.4,5
T-000528,R-0184,2025-06-13,Technical,4.2,4
T-000529,R-0184,2025-06-10,Onboarding,8.7,4
T-000530,R-0184,2025-08-29,Technical,10.8,3
T-000531,R-0184,2025-08-06,Technical,5.4,5
T-000532,R-0184,2025-12-22,Technical,0.8,4
T-000533,R-0184,2026-03-28,Billing,19.7,4
T-000534,R-0184,2026-06-05,Payments,15.8,3
T-000535,R-0184,2026-06-22,Technical,8.7,1
T-000536,R-0184,2026-07-01,Technical,15.9,4
T-000537,R-0185,2026-06-24,Onboarding,3.6,4
T-000538,R-0185,2026-07-23,Menu,4.0,4
T-000539,R-0185,2026-07-29,Payments,8.3,5
T-000540,R-0185,2026-07-13,Onboarding,1.4,3
T-000541,R-0185,2026-07-19,Onboarding,16.5,4
T-000542,R-0185,2026-08-12,Payments,2.0,4
T-000543,R-0185,2026-08-17,Payments,16.8,4
T-000544,R-0186,2026-07-01,Technical,22.9,2
T-000545,R-0186,2026-07-21,Billing,8.0,4
T-000546,R-0187,2025-04-26,Technical,15.5,4
T-000547,R-0187,2025-10-22,Technical,17.1,4
T-000548,R-0187,2025-11-06,Technical,25.5,4
T-000549,R-0187,2026-01-26,Billing,16.3,3
T-000550,R-0187,2026-01-25,Billing,3.7,4
T-000551,R-0187,2026-02-01,Onboarding,8.3,3
T-000552,R-0187,2026-03-26,Technical,11.2,3
T-000553,R-0188,2026-02-23,Onboarding,4.9,4
T-000554,R-0188,2026-02-26,Billing,17.5,3
T-000555,R-0188,2026-03-29,Technical,30.0,3
T-000556,R-0189,2026-07-10,Onboarding,5.1,4
T-000557,R-0189,2026-08-15,Technical,24.9,5
T-000558,R-0190,2025-05-30,Payments,5.6,4
T-000559,R-0190,2025-06-09,Technical,21.2,5
T-000560,R-0190,2025-06-18,Menu,7.7,5
T-000561,R-0190,2025-06-09,Billing,9.5,5
T-000562,R-0190,2025-07-23,Onboarding,4.9,5
T-000563,R-0190,2025-07-15,Payments,1.7,1
T-000564,R-0190,2025-07-03,Technical,16.7,5
T-000565,R-0190,2025-08-28,Onboarding,4.5,5
T-000566,R-0190,2025-08-01,Technical,7.8,3
T-000567,R-0190,2025-08-09,Payments,5.0,4
T-000568,R-0190,2025-08-04,Technical,12.3,5
T-000569,R-0190,2025-09-01,Billing,27.8,3
T-000570,R-0190,2025-11-08,Billing,13.8,4
T-000571,R-0190,2025-12-13,Menu,29.0,4
T-000572,R-0190,2025-12-09,Payments,20.8,4
T-000573,R-0190,2026-03-22,Billing,5.5,4
T-000574,R-0190,2026-04-26,Menu,3.2,2
T-000575,R-0190,2026-05-26,Menu,3.6,3
T-000576,R-0190,2026-05-29,Onboarding,15.2,3
T-000577,R-0190,2026-06-11,Onboarding,38.9,5
T-000578,R-0190,2026-07-25,Menu,28.8,4
T-000579,R-0190,2026-08-23,Technical,23.5,3
T-000580,R-0190,2026-08-14,Onboarding,4.6,1
T-000581,R-0190,2026-08-18,Technical,3.2,4
T-000582,R-0191,2026-04-18,Technical,10.5,5
T-000583,R-0191,2026-04-19,Onboarding,23.0,4
T-000584,R-0191,2026-05-22,Onboarding,20.9,5
T-000585,R-0191,2026-07-19,Technical,11.7,5
T-000586,R-0194,2025-08-31,Technical,12.0,4
T-000587,R-0195,2025-09-23,Menu,20.6,4
T-000588,R-0195,2025-10-05,Technical,2.4,5
T-000589,R-0195,2025-11-02,Technical,23.9,4
T-000590,R-0195,2025-12-16,Technical,9.5,5
T-000591,R-0195,2025-12-29,Onboarding,3.3,4
T-000592,R-0195,2025-12-11,Billing,12.7,1
T-000593,R-0195,2026-01-18,Technical,5.4,2
T-000594,R-0195,2026-01-05,Menu,25.5,4
T-000595,R-0196,2025-04-02,Onboarding,7.8,5
T-000596,R-0196,2025-04-19,Payments,9.0,4
T-000597,R-0196,2025-04-22,Billing,5.6,4
T-000598,R-0196,2025-04-29,Onboarding,2.8,2
T-000599,R-0197,2026-04-12,Payments,13.1,5
T-000600,R-0197,2026-06-03,Technical,25.0,3
T-000601,R-0198,2025-05-03,Onboarding,10.1,5
T-000602,R-0199,2026-07-25,Billing,4.3,3
T-000603,R-0199,2026-08-30,Menu,16.3,3
T-000604,R-0200,2025-09-24,Billing,14.4,3
T-000605,R-0200,2025-11-11,Technical,4.9,5
T-000606,R-0200,2026-04-05,Onboarding,20.7,4
T-000607,R-0202,2025-08-28,Billing,2.9,3
T-000608,R-0202,2025-12-27,Technical,6.9,5
T-000609,R-0202,2026-02-20,Technical,10.4,3
T-000610,R-0202,2026-02-06,Payments,3.2,5
T-000611,R-0204,2025-07-18,Billing,10.0,4
T-000612,R-0206,2026-04-24,Technical,9.3,4
T-000613,R-0206,2026-06-09,Onboarding,8.0,3
T-000614,R-0207,2025-04-18,Billing,5.2,4
T-000615,R-0207,2025-04-02,Onboarding,4.4,2
T-000616,R-0207,2025-08-23,Onboarding,7.1,4
T-000617,R-0207,2025-12-10,Technical,18.9,5
T-000618,R-0207,2026-01-29,Billing,4.9,4
T-000619,R-0207,2026-01-30,Menu,5.6,1
T-000620,R-0207,2026-02-19,Technical,6.1,4
T-000621,R-0207,2026-05-18,Technical,16.4,3
T-000622,R-0207,2026-07-23,Billing,25.1,4
T-000623,R-0209,2025-11-06,Technical,8.2,4
T-000624,R-0209,2025-12-25,Technical,18.6,4
T-000625,R-0209,2026-01-05,Technical,7.4,4
T-000626,R-0210,2025-10-23,Technical,14.8,5
T-000627,R-0211,2025-04-07,Menu,7.6,5
T-000628,R-0211,2025-07-17,Technical,17.0,4
T-000629,R-0211,2025-07-31,Onboarding,2.6,3
T-000630,R-0211,2025-11-06,Menu,37.0,4
T-000631,R-0211,2026-07-08,Billing,5.6,4
T-000632,R-0212,2026-01-29,Billing,6.0,2
T-000633,R-0212,2026-02-04,Technical,24.4,3
T-000634,R-0212,2026-02-24,Technical,20.6,4
T-000635,R-0212,2026-03-21,Menu,19.0,1
T-000636,R-0212,2026-05-20,Payments,1.9,2
T-000637,R-0212,2026-05-01,Technical,5.3,4
T-000638,R-0212,2026-05-16,Technical,8.9,5
T-000639,R-0212,2026-06-18,Menu,14.3,3
T-000640,R-0212,2026-08-22,Onboarding,4.5,4
T-000641,R-0214,2025-09-15,Technical,17.6,4
T-000642,R-0214,2026-02-05,Technical,14.7,2
T-000643,R-0214,2026-04-01,Billing,8.5,4
T-000644,R-0214,2026-05-25,Billing,13.2,5
T-000645,R-0214,2026-08-19,Technical,2.9,5
T-000646,R-0215,2026-05-31,Billing,5.9,1
T-000647,R-0216,2026-07-14,Menu,13.1,2
T-000648,R-0217,2026-05-08,Onboarding,15.2,3
T-000649,R-0217,2026-05-12,Menu,6.4,5
T-000650,R-0217,2026-08-24,Menu,16.1,4
T-000651,R-0218,2026-02-07,Payments,7.2,5
T-000652,R-0219,2025-12-13,Technical,18.8,5
T-000653,R-0219,2026-02-28,Technical,14.2,5
T-000654,R-0219,2026-04-16,Onboarding,5.2,3
T-000655,R-0220,2026-01-28,Technical,3.1,4
T-000656,R-0220,2026-02-05,Technical,32.2,4
T-000657,R-0220,2026-02-02,Payments,8.4,4
T-000658,R-0220,2026-02-17,Onboarding,4.5,5
T-000659,R-0220,2026-03-01,Technical,5.3,4
T-000660,R-0220,2026-05-17,Menu,25.9,5
T-000661,R-0220,2026-07-20,Technical,10.2,4
T-000662,R-0223,2025-08-27,Onboarding,10.2,4
T-000663,R-0223,2025-11-04,Payments,5.8,4
T-000664,R-0223,2026-01-06,Menu,14.7,4
T-000665,R-0223,2026-02-11,Menu,11.5,5
T-000666,R-0223,2026-03-13,Onboarding,9.4,5
T-000667,R-0223,2026-03-19,Technical,2.1,1
T-000668,R-0223,2026-05-22,Technical,9.0,4
T-000669,R-0223,2026-05-31,Onboarding,10.0,4
T-000670,R-0224,2025-08-06,Payments,5.3,5
T-000671,R-0224,2025-08-05,Menu,12.0,5
T-000672,R-0224,2025-09-16,Billing,8.7,3
T-000673,R-0224,2025-11-07,Payments,5.0,5
T-000674,R-0224,2025-12-07,Onboarding,3.5,5
T-000675,R-0224,2026-01-30,Payments,1.9,5
T-000676,R-0224,2026-01-19,Billing,8.1,3
T-000677,R-0224,2026-01-16,Menu,6.4,1
T-000678,R-0224,2026-02-06,Technical,2.5,5
T-000679,R-0224,2026-03-05,Menu,11.5,2
T-000680,R-0224,2026-03-29,Technical,2.9,2
T-000681,R-0224,2026-04-05,Onboarding,12.3,3
T-000682,R-0224,2026-04-24,Menu,13.0,4
T-000683,R-0224,2026-06-25,Menu,9.7,1
T-000684,R-0224,2026-07-06,Onboarding,12.8,3
T-000685,R-0224,2026-07-17,Onboarding,9.2,4
T-000686,R-0224,2026-08-03,Payments,14.3,4
T-000687,R-0225,2026-07-15,Onboarding,9.2,4
T-000688,R-0225,2026-07-06,Menu,8.6,4
T-000689,R-0225,2026-07-04,Technical,6.4,4
T-000690,R-0226,2026-01-06,Payments,22.7,3
T-000691,R-0226,2026-07-18,Technical,21.0,4
T-000692,R-0227,2025-03-10,Billing,6.8,4
T-000693,R-0227,2025-05-11,Technical,18.8,5
T-000694,R-0227,2025-07-10,Payments,12.1,4
T-000695,R-0228,2026-01-14,Onboarding,15.8,5
T-000696,R-0230,2025-02-25,Onboarding,12.6,4
T-000697,R-0232,2025-11-28,Technical,4.9,3
T-000698,R-0232,2026-06-01,Billing,6.0,4
T-000699,R-0232,2026-08-04,Onboarding,11.6,2
T-000700,R-0233,2025-11-29,Technical,1.7,4
T-000701,R-0233,2026-03-06,Billing,3.4,4
T-000702,R-0233,2026-05-20,Onboarding,10.9,4
T-000703,R-0233,2026-05-23,Payments,3.7,2
T-000704,R-0233,2026-08-19,Onboarding,10.6,4
T-000705,R-0234,2026-04-19,Menu,12.1,3
T-000706,R-0234,2026-04-01,Menu,10.5,5
T-000707,R-0234,2026-05-20,Menu,23.0,5
T-000708,R-0234,2026-06-06,Payments,26.7,3
T-000709,R-0234,2026-06-22,Menu,5.6,2
T-000710,R-0234,2026-08-05,Technical,4.3,5
T-000711,R-0234,2026-08-25,Technical,3.7,4
T-000712,R-0234,2026-08-04,Onboarding,3.2,4
T-000713,R-0235,2026-01-07,Billing,4.4,4
T-000714,R-0235,2026-01-20,Onboarding,5.3,3
T-000715,R-0235,2026-01-24,Payments,32.0,5
T-000716,R-0235,2026-05-23,Menu,15.8,5
T-000717,R-0235,2026-08-31,Onboarding,11.2,4
T-000718,R-0236,2025-02-22,Technical,11.9,5
T-000719,R-0236,2025-07-27,Technical,5.3,5
T-000720,R-0236,2025-09-06,Technical,11.1,5
T-000721,R-0237,2026-08-10,Billing,8.1,3
T-000722,R-0238,2026-02-14,Technical,8.9,5
T-000723,R-0238,2026-07-09,Menu,7.0,4
T-000724,R-0239,2025-07-31,Technical,1.0,1
T-000725,R-0239,2025-07-30,Technical,22.5,5
T-000726,R-0239,2025-09-08,Onboarding,4.1,5
T-000727,R-0239,2025-12-20,Technical,13.1,4
T-000728,R-0239,2026-02-27,Technical,5.9,5
T-000729,R-0239,2026-05-24,Billing,7.1,5
T-000730,R-0239,2026-07-18,Technical,3.9,5
T-000731,R-0239,2026-07-12,Onboarding,10.9,4
T-000732,R-0239,2026-07-01,Technical,20.6,5
T-000733,R-0239,2026-07-11,Billing,4.9,2
T-000734,R-0239,2026-08-08,Billing,8.6,2
T-000735,R-0242,2026-03-07,Technical,12.3,1
T-000736,R-0242,2026-08-23,Menu,4.1,4
T-000737,R-0243,2026-06-27,Menu,3.1,4
T-000738,R-0243,2026-06-28,Menu,4.2,4
T-000739,R-0243,2026-08-12,Technical,6.0,5
T-000740,R-0244,2025-05-21,Menu,2.3,4
T-000741,R-0245,2025-05-17,Payments,19.1,4
T-000742,R-0246,2026-01-02,Onboarding,17.2,3
T-000743,R-0246,2026-02-04,Technical,4.3,3
T-000744,R-0247,2025-11-14,Technical,10.6,4
T-000745,R-0247,2026-07-10,Payments,4.1,3
T-000746,R-0248,2026-07-30,Menu,5.3,3
T-000747,R-0248,2026-08-20,Onboarding,18.2,4
T-000748,R-0249,2026-02-06,Billing,22.0,3
T-000749,R-0249,2026-03-19,Billing,12.3,3
T-000750,R-0249,2026-07-21,Menu,9.6,4
T-000751,R-0252,2026-08-18,Payments,4.9,5
T-000752,R-0252,2026-08-15,Technical,9.8,4
T-000753,R-0252,2026-08-25,Technical,19.6,5
T-000754,R-0252,2026-08-23,Menu,21.9,4
T-000755,R-0254,2026-06-07,Payments,15.5,5
T-000756,R-0260,2025-04-12,Technical,13.3,5
T-000757,R-0260,2025-06-14,Technical,10.8,4
T-000758,R-0260,2025-09-03,Billing,40.5,2
T-000759,R-0260,2026-03-29,Technical,1.3,4
T-000760,R-0260,2026-03-25,Technical,19.2,4
T-000761,R-0260,2026-05-01,Technical,6.2,3
T-000762,R-0260,2026-05-01,Onboarding,6.1,4
T-000763,R-0260,2026-06-04,Billing,9.4,4
T-000764,R-0261,2025-07-11,Payments,6.0,5
T-000765,R-0261,2025-11-08,Technical,8.4,4
T-000766,R-0261,2026-02-21,Technical,3.3,4
T-000767,R-0261,2026-02-03,Technical,10.1,5
T-000768,R-0261,2026-05-04,Onboarding,4.1,2
T-000769,R-0261,2026-05-26,Billing,9.0,3
T-000770,R-0261,2026-06-11,Technical,17.2,5
T-000771,R-0261,2026-07-23,Menu,8.0,5
T-000772,R-0262,2025-11-09,Billing,1.8,3
T-000773,R-0264,2026-06-16,Billing,4.2,1
T-000774,R-0264,2026-08-26,Payments,7.3,2
T-000775,R-0266,2026-07-29,Menu,14.0,5
T-000776,R-0266,2026-07-22,Onboarding,17.2,4
T-000777,R-0266,2026-07-26,Technical,15.0,5
T-000778,R-0266,2026-08-26,Technical,13.5,4
T-000779,R-0268,2026-06-01,Onboarding,7.7,2
T-000780,R-0268,2026-07-13,Billing,15.2,5
T-000781,R-0270,2026-03-17,Onboarding,4.8,4
T-000782,R-0270,2026-03-25,Menu,12.0,4
T-000783,R-0270,2026-03-24,Technical,20.5,5
T-000784,R-0270,2026-03-26,Technical,32.2,5
T-000785,R-0270,2026-08-10,Technical,13.1,3
T-000786,R-0271,2025-07-02,Technical,13.6,4
T-000787,R-0271,2026-05-17,Menu,8.3,4
T-000788,R-0271,2026-06-22,Payments,1.7,4
T-000789,R-0271,2026-06-29,Menu,16.1,3
T-000790,R-0273,2026-05-14,Technical,23.6,5
T-000791,R-0273,2026-06-12,Onboarding,10.5,5
T-000792,R-0274,2026-01-31,Payments,3.4,5
T-000793,R-0274,2026-01-28,Billing,21.1,4
T-000794,R-0274,2026-01-28,Billing,30.1,5
T-000795,R-0274,2026-01-28,Billing,1.8,5
T-000796,R-0274,2026-01-28,Technical,3.7,1
T-000797,R-0274,2026-01-29,Technical,15.8,2
T-000798,R-0274,2026-01-25,Billing,19.0,5
T-000799,R-0274,2026-04-01,Technical,2.7,5
T-000800,R-0274,2026-05-14,Onboarding,11.1,3
T-000801,R-0274,2026-05-02,Technical,16.2,3
T-000802,R-0274,2026-06-17,Technical,10.8,5
T-000803,R-0274,2026-07-08,Onboarding,28.8,3
T-000804,R-0274,2026-08-10,Onboarding,5.6,4
T-000805,R-0275,2026-06-11,Technical,2.9,4
T-000806,R-0276,2026-01-05,Technical,1.3,4
T-000807,R-0277,2025-05-27,Technical,13.9,5
T-000808,R-0277,2025-09-11,Technical,5.9,4
T-000809,R-0277,2026-02-12,Onboarding,15.0,5
T-000810,R-0277,2026-02-25,Billing,3.9,4
T-000811,R-0277,2026-07-18,Onboarding,17.9,4
T-000812,R-0278,2025-12-22,Technical,8.1,4
T-000813,R-0278,2025-12-24,Payments,6.7,4
T-000814,R-0279,2026-06-10,Billing,6.4,4
T-000815,R-0281,2026-06-26,Technical,10.7,4
T-000816,R-0282,2025-09-24,Payments,3.6,5
T-000817,R-0282,2025-11-06,Billing,5.4,2
T-000818,R-0282,2026-02-23,Menu,16.9,1
T-000819,R-0282,2026-02-21,Technical,10.8,2
T-000820,R-0283,2026-08-27,Technical,3.7,4
T-000821,R-0284,2026-07-02,Menu,10.6,5
T-000822,R-0285,2026-05-13,Menu,3.9,4
T-000823,R-0285,2026-07-10,Technical,11.5,1
T-000824,R-0285,2026-07-01,Billing,12.9,2
T-000825,R-0286,2025-06-30,Billing,10.7,5
T-000826,R-0286,2025-07-01,Menu,7.4,5
T-000827,R-0286,2025-10-26,Onboarding,32.9,1
T-000828,R-0286,2026-03-07,Onboarding,13.3,3
T-000829,R-0286,2026-08-10,Menu,28.0,5
T-000830,R-0287,2025-04-13,Technical,3.4,4
T-000831,R-0289,2026-03-21,Technical,15.0,5
T-000832,R-0289,2026-05-06,Billing,21.5,5
T-000833,R-0290,2025-08-27,Menu,5.6,5
T-000834,R-0291,2025-10-29,Billing,15.2,4
T-000835,R-0291,2025-10-24,Payments,19.2,5
T-000836,R-0291,2025-10-29,Technical,13.2,4
T-000837,R-0291,2025-11-15,Onboarding,6.3,4
T-000838,R-0292,2026-05-24,Technical,17.8,2
T-000839,R-0292,2026-05-07,Menu,6.3,3
T-000840,R-0292,2026-06-17,Billing,19.7,1
T-000841,R-0292,2026-07-27,Menu,25.4,4
T-000842,R-0292,2026-08-19,Technical,43.7,5
T-000843,R-0292,2026-08-19,Billing,14.3,4
T-000844,R-0293,2026-06-27,Payments,11.5,5
T-000845,R-0293,2026-07-19,Menu,6.2,5
T-000846,R-0294,2025-03-17,Billing,4.2,2
T-000847,R-0295,2026-01-09,Menu,11.7,1
T-000848,R-0295,2026-02-12,Technical,17.6,3
T-000849,R-0295,2026-08-09,Payments,1.6,3
T-000850,R-0296,2025-11-03,Technical,11.9,4
T-000851,R-0296,2025-12-11,Onboarding,6.5,4
T-000852,R-0296,2026-02-28,Onboarding,16.2,4
T-000853,R-0296,2026-02-13,Payments,2.0,5
T-000854,R-0296,2026-03-29,Menu,14.2,2
T-000855,R-0296,2026-03-02,Billing,3.0,4
T-000856,R-0296,2026-06-11,Menu,3.0,4
T-000857,R-0296,2026-07-22,Technical,7.5,3
T-000858,R-0297,2025-08-25,Menu,10.1,3
T-000859,R-0297,2026-01-01,Technical,7.9,4
T-000860,R-0297,2026-03-28,Onboarding,17.0,3
T-000861,R-0297,2026-03-07,Technical,22.9,5
T-000862,R-0297,2026-04-19,Billing,9.5,4
T-000863,R-0297,2026-04-25,Menu,0.7,4
T-000864,R-0297,2026-07-31,Technical,20.9,3
T-000865,R-0297,2026-08-05,Technical,4.8,4
T-000866,R-0298,2025-11-25,Onboarding,2.7,5
T-000867,R-0298,2025-11-30,Payments,24.1,3
T-000868,R-0298,2025-11-30,Menu,6.1,5
T-000869,R-0298,2026-08-22,Technical,15.8,4
T-000870,R-0298,2026-08-15,Menu,3.3,5
T-000871,R-0300,2026-08-23,Billing,6.3,3
T-000872,R-0300,2026-08-08,Billing,11.2,5
T-000873,R-0301,2026-01-18,Technical,20.5,3
T-000874,R-0301,2026-03-30,Menu,10.8,5
T-000875,R-0301,2026-06-21,Technical,2.0,5
T-000876,R-0301,2026-08-26,Menu,6.8,4
T-000877,R-0302,2026-04-15,Menu,6.9,2
T-000878,R-0302,2026-05-17,Billing,11.5,4
T-000879,R-0302,2026-05-07,Menu,8.4,3
T-000880,R-0302,2026-06-12,Technical,20.7,2
T-000881,R-0302,2026-06-16,Onboarding,15.1,4
T-000882,R-0302,2026-06-18,Menu,9.4,2
T-000883,R-0302,2026-07-01,Technical,6.6,4
T-000884,R-0302,2026-07-31,Billing,5.3,4
T-000885,R-0303,2026-03-28,Billing,27.2,5
T-000886,R-0303,2026-06-19,Billing,12.2,4
T-000887,R-0304,2026-02-11,Onboarding,3.1,4
T-000888,R-0304,2026-07-25,Technical,6.1,4
T-000889,R-0305,2025-06-20,Menu,20.1,5
T-000890,R-0305,2025-06-15,Technical,8.7,4
T-000891,R-0305,2025-07-29,Payments,14.9,4
T-000892,R-0305,2025-10-05,Payments,4.7,1
T-000893,R-0306,2026-04-27,Billing,9.5,2
T-000894,R-0306,2026-08-17,Billing,8.8,4
T-000895,R-0308,2026-03-06,Technical,7.3,5
T-000896,R-0308,2026-04-08,Technical,7.7,3
T-000897,R-0308,2026-04-27,Technical,5.9,4
T-000898,R-0308,2026-04-07,Technical,36.4,4
T-000899,R-0309,2025-09-20,Onboarding,4.9,3
T-000900,R-0309,2026-05-14,Technical,4.7,3
T-000901,R-0309,2026-05-09,Billing,31.1,4
T-000902,R-0309,2026-06-18,Billing,8.9,4
T-000903,R-0309,2026-08-03,Menu,3.9,4
T-000904,R-0310,2026-03-15,Technical,12.0,5
T-000905,R-0310,2026-04-19,Menu,17.5,5
T-000906,R-0310,2026-04-09,Menu,4.7,4
T-000907,R-0310,2026-04-12,Technical,28.0,5
T-000908,R-0310,2026-05-28,Onboarding,7.2,1
T-000909,R-0310,2026-05-24,Payments,13.6,3
T-000910,R-0310,2026-05-03,Billing,5.3,4
T-000911,R-0310,2026-06-17,Payments,6.7,3
T-000912,R-0310,2026-08-12,Technical,6.1,4
T-000913,R-0311,2026-08-14,Menu,9.0,4
T-000914,R-0312,2026-01-06,Technical,14.3,3
T-000915,R-0312,2026-02-02,Payments,2.8,5
T-000916,R-0312,2026-04-18,Billing,22.4,1
T-000917,R-0312,2026-06-25,Technical,12.5,4
T-000918,R-0312,2026-06-11,Billing,2.7,4
T-000919,R-0312,2026-06-18,Billing,12.9,3
T-000920,R-0312,2026-08-27,Billing,13.7,4
T-000921,R-0313,2026-08-31,Billing,13.2,4
T-000922,R-0314,2026-01-24,Technical,17.6,4
T-000923,R-0315,2026-06-21,Onboarding,8.7,5
T-000924,R-0315,2026-08-04,Menu,5.7,4
T-000925,R-0316,2026-03-19,Payments,3.1,5
T-000926,R-0316,2026-03-25,Technical,2.0,4
T-000927,R-0316,2026-05-01,Onboarding,5.8,5
T-000928,R-0316,2026-05-16,Menu,8.8,3
T-000929,R-0316,2026-06-23,Technical,13.8,5
T-000930,R-0316,2026-06-23,Menu,2.9,5
T-000931,R-0316,2026-07-22,Billing,8.6,2
T-000932,R-0316,2026-08-23,Menu,10.6,5
T-000933,R-0316,2026-08-22,Technical,3.8,5
T-000934,R-0316,2026-08-09,Onboarding,8.6,3
T-000935,R-0316,2026-08-13,Technical,23.4,4
T-000936,R-0316,2026-08-09,Technical,10.5,2
T-000937,R-0316,2026-08-19,Onboarding,13.7,4
T-000938,R-0319,2026-07-29,Onboarding,22.0,4
T-000939,R-0321,2026-06-04,Onboarding,10.0,3
T-000940,R-0322,2026-08-23,Technical,33.4,3
T-000941,R-0324,2025-02-04,Technical,8.4,4
T-000942,R-0324,2025-02-23,Billing,21.0,5
T-000943,R-0324,2025-09-29,Technical,12.4,5
T-000944,R-0324,2025-10-12,Onboarding,10.3,4
T-000945,R-0324,2025-11-11,Payments,8.1,4
T-000946,R-0325,2025-07-25,Technical,4.7,3
T-000947,R-0326,2025-06-30,Technical,14.3,4
T-000948,R-0326,2025-06-27,Billing,7.1,5
T-000949,R-0328,2026-01-21,Technical,28.0,4
T-000950,R-0328,2026-01-12,Menu,2.8,1
T-000951,R-0328,2026-04-22,Technical,3.2,4
T-000952,R-0328,2026-05-17,Technical,15.3,3
T-000953,R-0328,2026-05-13,Technical,3.6,2
T-000954,R-0329,2026-02-08,Menu,3.5,4
T-000955,R-0330,2025-02-11,Technical,3.2,4
T-000956,R-0330,2025-07-13,Technical,11.0,5
T-000957,R-0331,2025-08-26,Payments,22.2,4
T-000958,R-0333,2026-08-30,Onboarding,6.9,3
T-000959,R-0334,2025-09-19,Technical,5.7,4
T-000960,R-0334,2025-10-28,Technical,51.1,4
T-000961,R-0334,2026-02-14,Menu,0.6,4
T-000962,R-0334,2026-02-16,Technical,10.8,5
T-000963,R-0334,2026-03-25,Menu,13.3,4
T-000964,R-0334,2026-03-23,Technical,13.6,3
T-000965,R-0334,2026-07-01,Billing,15.5,4
T-000966,R-0335,2025-05-07,Technical,18.2,5
T-000967,R-0335,2026-03-18,Technical,4.9,4
T-000968,R-0335,2026-04-03,Onboarding,9.9,4
T-000969,R-0335,2026-08-06,Payments,8.7,1
T-000970,R-0336,2026-04-21,Billing,4.6,5
T-000971,R-0337,2025-03-17,Technical,2.7,5
T-000972,R-0337,2025-03-29,Menu,4.8,5
T-000973,R-0337,2025-03-27,Billing,6.9,4
T-000974,R-0337,2025-06-14,Billing,32.9,3
T-000975,R-0338,2026-02-23,Onboarding,6.0,4
T-000976,R-0338,2026-06-15,Onboarding,4.0,3
T-000977,R-0338,2026-07-02,Onboarding,11.1,5
T-000978,R-0338,2026-08-16,Menu,1.1,5
T-000979,R-0339,2025-05-31,Technical,2.9,4
T-000980,R-0339,2025-06-04,Technical,17.6,3
T-000981,R-0339,2025-08-10,Payments,6.6,2
T-000982,R-0339,2025-09-18,Technical,1.1,5
T-000983,R-0339,2025-12-10,Billing,4.2,2
T-000984,R-0339,2026-04-04,Technical,5.9,4
T-000985,R-0339,2026-04-11,Onboarding,10.7,4
T-000986,R-0340,2025-10-31,Billing,6.7,4
T-000987,R-0340,2026-01-12,Onboarding,22.2,3
T-000988,R-0341,2025-07-29,Billing,11.2,4
T-000989,R-0341,2025-07-16,Billing,7.9,4
T-000990,R-0341,2025-07-16,Billing,5.1,5
T-000991,R-0341,2026-01-31,Billing,17.4,3
T-000992,R-0341,2026-05-18,Onboarding,21.2,4
T-000993,R-0341,2026-06-22,Onboarding,19.0,3
T-000994,R-0342,2025-06-26,Technical,18.3,4
T-000995,R-0342,2025-07-07,Payments,23.9,3
T-000996,R-0342,2025-08-14,Technical,11.9,4
T-000997,R-0342,2025-10-27,Technical,6.1,5
T-000998,R-0343,2026-05-27,Billing,17.9,4
T-000999,R-0344,2025-03-28,Technical,12.4,2
T-001000,R-0344,2025-03-09,Menu,4.1,3
T-001001,R-0345,2025-06-30,Onboarding,4.6,5
T-001002,R-0345,2025-07-18,Technical,30.7,5
T-001003,R-0345,2025-11-19,Billing,5.8,4
T-001004,R-0345,2026-05-16,Technical,3.7,3
T-001005,R-0345,2026-06-15,Billing,15.9,3
T-001006,R-0345,2026-08-12,Payments,7.6,1
T-001007,R-0345,2026-08-13,Menu,12.6,4
T-001008,R-0346,2026-04-23,Menu,15.2,4
T-001009,R-0346,2026-04-24,Menu,18.0,4
T-001010,R-0346,2026-04-23,Menu,21.8,3
T-001011,R-0346,2026-05-09,Technical,12.8,3
T-001012,R-0346,2026-08-31,Technical,16.1,1
T-001013,R-0347,2026-01-23,Technical,7.1,4
T-001014,R-0347,2026-04-10,Onboarding,36.2,4
T-001015,R-0348,2025-07-25,Technical,1.4,4
T-001016,R-0348,2025-12-10,Billing,17.4,3
T-001017,R-0348,2026-01-15,Payments,14.5,3
T-001018,R-0348,2026-04-18,Onboarding,7.2,5
