restaurant_id,market,city_size,cuisine_type,is_chain,acquisition_channel,signup_date,signup_month,signup_cohort,month,plan_id,mrr_eur,is_active,orders,gmv_eur,average_order_value_eur,cancellation_rate,tickets,csat,tenure_months,previous_month_orders,rolling_3m_orders,activity_ratio,cumulative_tickets,peak_orders,peak_order_ratio,trend_3m,months_below_average,next_month_mrr,next_month_active,next_month_gmv,next_month_churn
R-0130,DK,Metro,Sushi,0,Referral,2026-04-21,2026-04-01,2026-04,2026-07-01,PL-01,41.65,1,31.0,1105.74,35.66903225806452,0.06060606060606061,0.0,,3,33.0,26.0,1.1923076923076923,0.0,33.0,0.9393939393939394,,0.0,41.65,1.0,1230.71,0.0
R-0130,DK,Metro,Sushi,0,Referral,2026-04-21,2026-04-01,2026-04,2026-08-01,PL-01,41.65,1,33.0,1230.71,37.29424242424243,0.029411764705882353,0.0,,4,31.0,32.0,1.03125,0.0,33.0,1.0,2.4615384615384617,0.0,,,,
R-0131,DK,Small,Pizza,0,Paid search,2026-02-21,2026-02-01,2026-02,2026-02-01,PL-01,49.0,1,3.0,73.77,24.59,0.0,0.0,,0,,,,0.0,3.0,1.0,,0.0,49.0,1.0,312.51,0.0
R-0131,DK,Small,Pizza,0,Paid search,2026-02-21,2026-02-01,2026-02,2026-03-01,PL-01,49.0,1,14.0,312.51,22.322142857142858,0.06666666666666667,1.0,2.0,1,3.0,3.0,4.666666666666667,1.0,14.0,1.0,,0.0,0.0,0.0,0.0,1.0
R-0131,DK,Small,Pizza,0,Paid search,2026-02-21,2026-02-01,2026-02,2026-04-01,,0.0,0,0.0,0.0,0.0,0.0,0.0,,2,14.0,8.5,0.0,1.0,14.0,0.0,,1.0,0.0,0.0,0.0,0.0
R-0131,DK,Small,Pizza,0,Paid search,2026-02-21,2026-02-01,2026-02,2026-05-01,,0.0,0,0.0,0.0,0.0,0.0,0.0,,3,0.0,5.666666666666667,0.0,1.0,14.0,0.0,,2.0,0.0,0.0,0.0,0.0
R-0131,DK,Small,Pizza,0,Paid search,2026-02-21,2026-02-01,2026-02,2026-06-01,,0.0,0,0.0,0.0,0.0,0.0,0.0,,4,0.0,4.666666666666667,0.0,1.0,14.0,0.0,1.5555555555555556,3.0,0.0,0.0,0.0,0.0
R-0131,DK,Small,Pizza,0,Paid search,2026-02-21,2026-02-01,2026-02,2026-07-01,,0.0,0,0.0,0.0,0.0,0.0,0.0,,5,0.0,0.0,,1.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
R-0131,DK,Small,Pizza,0,Paid search,2026-02-21,2026-02-01,2026-02,2026-08-01,,0.0,0,0.0,0.0,0.0,0.0,0.0,,6,0.0,0.0,,1.0,14.0,0.0,0.0,2.0,,,,
R-0132,SE,Metro,Pizza,0,Inbound,2025-08-09,2025-08-01,2025-08,2025-08-01,PL-02,99.0,1,30.0,708.64,23.621333333333332,0.11764705882352941,0.0,,0,,,,0.0,30.0,1.0,,0.0,99.0,1.0,1395.59,0.0
R-0132,SE,Metro,Pizza,0,Inbound,2025-08-09,2025-08-01,2025-08,2025-09-01,PL-02,99.0,1,50.0,1395.59,27.9118,0.0,0.0,,1,30.0,30.0,1.6666666666666667,0.0,50.0,1.0,,0.0,99.0,1.0,1530.98,0.0
R-0132,SE,Metro,Pizza,0,Inbound,2025-08-09,2025-08-01,2025-08,2025-10-01,PL-02,99.0,1,59.0,1530.98,25.948813559322033,0.04838709677419355,0.0,,2,50.0,40.0,1.475,0.0,59.0,1.0,,0.0,99.0,1.0,1789.74,0.0
R-0132,SE,Metro,Pizza,0,Inbound,2025-08-09,2025-08-01,2025-08,2025-11-01,PL-02,99.0,1,68.0,1789.74,26.31970588235294,0.02857142857142857,1.0,5.0,3,59.0,46.333333333333336,1.4676258992805755,1.0,68.0,1.0,,0.0,99.0,1.0,1533.46,0.0
R-0132,SE,Metro,Pizza,0,Inbound,2025-08-09,2025-08-01,2025-08,2025-12-01,PL-02,99.0,1,61.0,1533.46,25.138688524590165,0.07575757575757576,0.0,,4,68.0,59.0,1.0338983050847457,1.0,68.0,0.8970588235294118,1.9666666666666666,0.0,99.0,1.0,976.21,0.0
R-0132,SE,Metro,Pizza,0,Inbound,2025-08-09,2025-08-01,2025-08,2026-01-01,PL-02,99.0,1,41.0,976.21,23.810000000000002,0.06818181818181818,0.0,,5,61.0,62.666666666666664,0.6542553191489362,1.0,68.0,0.6029411764705882,1.5666666666666667,1.0,99.0,1.0,587.91,0.0
R-0132,SE,Metro,Pizza,0,Inbound,2025-08-09,2025-08-01,2025-08,2026-02-01,PL-02,99.0,1,25.0,587.91,23.516399999999997,0.038461538461538464,0.0,,6,41.0,56.666666666666664,0.44117647058823534,1.0,68.0,0.36764705882352944,1.223021582733813,2.0,99.0,1.0,971.78,0.0
R-0132,SE,Metro,Pizza,0,Inbound,2025-08-09,2025-08-01,2025-08,2026-03-01,PL-02,99.0,1,37.0,971.78,26.264324324324324,0.02631578947368421,1.0,5.0,7,25.0,42.333333333333336,0.8740157480314961,2.0,68.0,0.5441176470588235,0.7175141242937854,2.0,99.0,1.0,837.12,0.0
R-0132,SE,Metro,Pizza,0,Inbound,2025-08-09,2025-08-01,2025-08,2026-04-01,PL-02,99.0,1,34.0,837.12,24.621176470588235,0.05555555555555555,0.0,,8,37.0,34.333333333333336,0.9902912621359222,2.0,68.0,0.5,0.547872340425532,2.0,99.0,1.0,1593.84,0.0
R-0132,SE,Metro,Pizza,0,Inbound,2025-08-09,2025-08-01,2025-08,2026-05-01,PL-02,99.0,1,59.0,1593.84,27.014237288135593,0.016666666666666666,0.0,,9,34.0,32.0,1.84375,2.0,68.0,0.8676470588235294,0.5647058823529412,1.0,99.0,1.0,1402.84,0.0
R-0132,SE,Metro,Pizza,0,Inbound,2025-08-09,2025-08-01,2025-08,2026-06-01,PL-02,99.0,1,55.0,1402.84,25.506181818181815,0.05172413793103448,0.0,,10,59.0,43.333333333333336,1.2692307692307692,2.0,68.0,0.8088235294117647,1.0236220472440944,0.0,99.0,1.0,970.7,0.0
R-0132,SE,Metro,Pizza,0,Inbound,2025-08-09,2025-08-01,2025-08,2026-07-01,PL-02,99.0,1,41.0,970.7,23.67560975609756,0.06818181818181818,1.0,4.0,11,55.0,49.333333333333336,0.831081081081081,3.0,68.0,0.6029411764705882,1.4368932038834952,1.0,199.0,1.0,1313.98,0.0
R-0132,SE,Metro,Pizza,0,Inbound,2025-08-09,2025-08-01,2025-08,2026-08-01,PL-03,199.0,1,55.0,1313.98,23.890545454545453,0.06779661016949153,0.0,,12,41.0,51.666666666666664,1.064516129032258,3.0,68.0,0.8088235294117647,1.6145833333333333,1.0,,,,
R-0133,SE,Mid,Unknown,0,Paid search,2026-05-29,2026-05-01,2026-05,2026-05-01,PL-01,49.0,1,2.0,52.78,26.39,0.3333333333333333,0.0,,0,,,,0.0,2.0,1.0,,0.0,49.0,1.0,740.46,0.0
R-0133,SE,Mid,Unknown,0,Paid search,2026-05-29,2026-05-01,2026-05,2026-06-01,PL-01,49.0,1,36.0,740.46,20.568333333333335,0.02702702702702703,0.0,,1,2.0,2.0,18.0,0.0,36.0,1.0,,0.0,49.0,1.0,881.35,0.0
R-0133,SE,Mid,Unknown,0,Paid search,2026-05-29,2026-05-01,2026-05,2026-07-01,PL-01,49.0,1,37.0,881.35,23.82027027027027,0.075,0.0,,2,36.0,19.0,1.9473684210526316,0.0,37.0,1.0,,0.0,49.0,1.0,549.59,0.0
R-0133,SE,Mid,Unknown,0,Paid search,2026-05-29,2026-05-01,2026-05,2026-08-01,PL-01,49.0,1,25.0,549.59,21.983600000000003,0.07407407407407407,0.0,,3,37.0,25.0,1.0,0.0,37.0,0.6756756756756757,,0.0,,,,
R-0134,DE,Metro,Thai,0,Direct sales,2026-05-03,2026-05-01,2026-05,2026-05-01,PL-03,159.2,1,56.0,2018.74,36.04892857142857,0.06666666666666667,2.0,4.5,0,,,,2.0,56.0,1.0,,0.0,159.2,1.0,1768.3500000000001,0.0
R-0134,DE,Metro,Thai,0,Direct sales,2026-05-03,2026-05-01,2026-05,2026-06-01,PL-03,159.2,1,57.0,1768.3500000000001,31.02368421052632,0.0,0.0,,1,56.0,56.0,1.0178571428571428,2.0,57.0,1.0,,0.0,159.2,1.0,1447.66,0.0
R-0134,DE,Metro,Thai,0,Direct sales,2026-05-03,2026-05-01,2026-05,2026-07-01,PL-03,159.2,1,42.0,1447.66,34.46809523809524,0.0,1.0,4.0,2,57.0,56.5,0.7433628318584071,3.0,57.0,0.7368421052631579,,1.0,0.0,0.0,0.0,1.0
R-0134,DE,Metro,Thai,0,Direct sales,2026-05-03,2026-05-01,2026-05,2026-08-01,,0.0,0,0.0,0.0,0.0,0.0,0.0,,3,42.0,51.666666666666664,0.0,3.0,57.0,0.0,,2.0,,,,
R-0135,NO,Metro,Chinese,0,Inbound,2025-12-09,2025-12-01,2025-12,2025-12-01,PL-01,49.0,1,7.0,201.94,28.84857142857143,0.2222222222222222,0.0,,0,,,,0.0,7.0,1.0,,0.0,49.0,1.0,586.17,0.0
R-0135,NO,Metro,Chinese,0,Inbound,2025-12-09,2025-12-01,2025-12,2026-01-01,PL-01,49.0,1,19.0,586.17,30.851052631578945,0.0,0.0,,1,7.0,7.0,2.7142857142857144,0.0,19.0,1.0,,0.0,49.0,1.0,1017.05,0.0
R-0135,NO,Metro,Chinese,0,Inbound,2025-12-09,2025-12-01,2025-12,2026-02-01,PL-01,49.0,1,28.0,1017.05,36.323214285714286,0.0967741935483871,1.0,3.0,2,19.0,13.0,2.1538461538461537,1.0,28.0,1.0,,0.0,49.0,1.0,913.94,0.0
R-0135,NO,Metro,Chinese,0,Inbound,2025-12-09,2025-12-01,2025-12,2026-03-01,PL-01,49.0,1,31.0,913.94,29.48193548387097,0.03125,0.0,,3,28.0,18.0,1.7222222222222223,1.0,31.0,1.0,,0.0,49.0,1.0,1036.67,0.0
R-0135,NO,Metro,Chinese,0,Inbound,2025-12-09,2025-12-01,2025-12,2026-04-01,PL-01,49.0,1,31.0,1036.67,33.44096774193549,0.06060606060606061,0.0,,4,31.0,26.0,1.1923076923076923,1.0,31.0,1.0,3.7142857142857144,0.0,49.0,1.0,1256.67,0.0
R-0135,NO,Metro,Chinese,0,Inbound,2025-12-09,2025-12-01,2025-12,2026-05-01,PL-01,49.0,1,43.0,1256.67,29.224883720930233,0.044444444444444446,0.0,,5,31.0,30.0,1.4333333333333333,1.0,43.0,1.0,2.3076923076923075,0.0,49.0,1.0,1694.92,0.0
R-0135,NO,Metro,Chinese,0,Inbound,2025-12-09,2025-12-01,2025-12,2026-06-01,PL-01,49.0,1,56.0,1694.92,30.266428571428573,0.0,1.0,3.0,6,43.0,35.0,1.6,2.0,56.0,1.0,1.9444444444444444,0.0,49.0,1.0,1127.23,0.0
R-0135,NO,Metro,Chinese,0,Inbound,2025-12-09,2025-12-01,2025-12,2026-07-01,PL-01,49.0,1,39.0,1127.23,28.903333333333332,0.0,0.0,,7,56.0,43.333333333333336,0.8999999999999999,2.0,56.0,0.6964285714285714,1.6666666666666667,0.0,49.0,1.0,1264.3,0.0
R-0135,NO,Metro,Chinese,0,Inbound,2025-12-09,2025-12-01,2025-12,2026-08-01,PL-01,49.0,1,41.0,1264.3,30.836585365853658,0.10869565217391304,0.0,,8,39.0,46.0,0.8913043478260869,2.0,56.0,0.7321428571428571,1.5333333333333334,0.0,,,,
R-0136,DE,Metro,Chinese,0,Direct sales,2025-05-30,2025-05-01,2025-05,2025-05-01,PL-03,169.15,1,2.0,70.76,35.38,0.0,0.0,,0,,,,0.0,2.0,1.0,,0.0,169.15,1.0,1285.9,0.0
R-0136,DE,Metro,Chinese,0,Direct sales,2025-05-30,2025-05-01,2025-05,2025-06-01,PL-03,169.15,1,37.0,1285.9,34.75405405405406,0.02631578947368421,0.0,,1,2.0,2.0,18.5,0.0,37.0,1.0,,0.0,169.15,1.0,1496.97,0.0
R-0136,DE,Metro,Chinese,0,Direct sales,2025-05-30,2025-05-01,2025-05,2025-07-01,PL-03,169.15,1,43.0,1496.97,34.81325581395349,0.10416666666666667,0.0,,2,37.0,19.5,2.2051282051282053,0.0,43.0,1.0,,0.0,169.15,1.0,814.6999999999999,0.0
R-0136,DE,Metro,Chinese,0,Direct sales,2025-05-30,2025-05-01,2025-05,2025-08-01,PL-03,169.15,1,26.0,814.6999999999999,31.334615384615383,0.0,0.0,,3,43.0,27.333333333333332,0.951219512195122,0.0,43.0,0.6046511627906976,,0.0,169.15,1.0,1285.74,0.0
R-0136,DE,Metro,Chinese,0,Direct sales,2025-05-30,2025-05-01,2025-05,2025-09-01,PL-03,169.15,1,34.0,1285.74,37.81588235294117,0.10526315789473684,0.0,,4,26.0,35.333333333333336,0.9622641509433961,0.0,43.0,0.7906976744186046,17.666666666666668,0.0,169.15,1.0,1778.4,0.0
R-0136,DE,Metro,Chinese,0,Direct sales,2025-05-30,2025-05-01,2025-05,2025-10-01,PL-03,169.15,1,47.0,1778.4,37.838297872340426,0.0,1.0,3.0,5,34.0,34.333333333333336,1.3689320388349513,1.0,47.0,1.0,1.7606837606837609,0.0,169.15,1.0,1210.84,0.0
R-0136,DE,Metro,Chinese,0,Direct sales,2025-05-30,2025-05-01,2025-05,2025-11-01,PL-03,169.15,1,35.0,1210.84,34.59542857142857,0.05405405405405406,1.0,3.0,6,47.0,35.666666666666664,0.9813084112149534,2.0,47.0,0.7446808510638298,1.3048780487804879,0.0,169.15,1.0,1237.22,0.0
R-0136,DE,Metro,Chinese,0,Direct sales,2025-05-30,2025-05-01,2025-05,2025-12-01,PL-03,169.15,1,31.0,1237.22,39.910322580645165,0.06060606060606061,0.0,,7,35.0,38.666666666666664,0.8017241379310346,2.0,47.0,0.6595744680851063,1.0943396226415092,1.0,169.15,1.0,1343.5,0.0
R-0136,DE,Metro,Chinese,0,Direct sales,2025-05-30,2025-05-01,2025-05,2026-01-01,PL-03,169.15,1,35.0,1343.5,38.385714285714286,0.0,0.0,,8,31.0,37.666666666666664,0.929203539823009,2.0,47.0,0.7446808510638298,1.0970873786407767,1.0,169.15,1.0,1358.23,0.0
R-0136,DE,Metro,Chinese,0,Direct sales,2025-05-30,2025-05-01,2025-05,2026-02-01,PL-03,169.15,1,36.0,1358.23,37.728611111111114,0.0,0.0,,9,35.0,33.666666666666664,1.0693069306930694,2.0,47.0,0.7659574468085106,0.9439252336448598,1.0,169.15,1.0,1453.4,0.0
R-0136,DE,Metro,Chinese,0,Direct sales,2025-05-30,2025-05-01,2025-05,2026-03-01,PL-03,169.15,1,41.0,1453.4,35.44878048780488,0.046511627906976744,0.0,,10,36.0,34.0,1.2058823529411764,2.0,47.0,0.8723404255319149,0.8793103448275863,1.0,0.0,0.0,0.0,1.0
R-0136,DE,Metro,Chinese,0,Direct sales,2025-05-30,2025-05-01,2025-05,2026-04-01,,0.0,0,0.0,0.0,0.0,0.0,0.0,,11,41.0,37.333333333333336,0.0,2.0,47.0,0.0,0.9911504424778762,1.0,0.0,0.0,0.0,0.0
R-0136,DE,Metro,Chinese,0,Direct sales,2025-05-30,2025-05-01,2025-05,2026-05-01,,0.0,0,0.0,0.0,0.0,0.0,0.0,,12,0.0,25.666666666666668,0.0,2.0,47.0,0.0,0.7623762376237625,2.0,0.0,0.0,0.0,0.0
R-0136,DE,Metro,Chinese,0,Direct sales,2025-05-30,2025-05-01,2025-05,2026-06-01,,0.0,0,0.0,0.0,0.0,0.0,0.0,,13,0.0,13.666666666666666,0.0,2.0,47.0,0.0,0.40196078431372545,3.0,0.0,0.0,0.0,0.0
R-0136,DE,Metro,Chinese,0,Direct sales,2025-05-30,2025-05-01,2025-05,2026-07-01,,0.0,0,0.0,0.0,0.0,0.0,0.0,,14,0.0,0.0,,2.0,47.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
R-0136,DE,Metro,Chinese,0,Direct sales,2025-05-30,2025-05-01,2025-05,2026-08-01,,0.0,0,0.0,0.0,0.0,0.0,0.0,,15,0.0,0.0,,2.0,47.0,0.0,0.0,2.0,,,,
R-0137,DK,Mid,Sushi,1,Direct sales,2026-08-16,2026-08-01,2026-08,2026-08-01,PL-04,296.65,1,16.0,815.91,50.994375,0.058823529411764705,1.0,3.0,0,,,,1.0,16.0,1.0,,0.0,,,,
R-0138,NO,Metro,Nordic,1,Inbound,2026-07-15,2026-07-01,2026-07,2026-07-01,PL-02,99.0,1,4.0,187.52,46.88,0.0,2.0,3.0,0,,,,2.0,4.0,1.0,,0.0,99.0,1.0,1149.1,0.0
R-0138,NO,Metro,Nordic,1,Inbound,2026-07-15,2026-07-01,2026-07,2026-08-01,PL-02,99.0,1,18.0,1149.1,63.83888888888888,0.0,0.0,,1,4.0,4.0,4.5,2.0,18.0,1.0,,0.0,,,,
R-0139,DK,Mid,Sushi,1,Direct sales,2026-08-21,2026-08-01,2026-08,2026-08-01,PL-01,44.1,1,1.0,26.36,26.36,0.0,0.0,,0,,,,0.0,1.0,1.0,,0.0,,,,
R-0140,DK,Mid,Sushi,0,Inbound,2025-09-06,2025-09-01,2025-09,2025-09-01,PL-01,44.1,1,7.0,283.33,40.47571428571428,0.0,0.0,,0,,,,0.0,7.0,1.0,,0.0,44.1,1.0,838.33,0.0
R-0140,DK,Mid,Sushi,0,Inbound,2025-09-06,2025-09-01,2025-09,2025-10-01,PL-01,44.1,1,19.0,838.33,44.12263157894737,0.0,0.0,,1,7.0,7.0,2.7142857142857144,0.0,19.0,1.0,,0.0,44.1,1.0,974.36,0.0
R-0140,DK,Mid,Sushi,0,Inbound,2025-09-06,2025-09-01,2025-09,2025-11-01,PL-01,44.1,1,22.0,974.36,44.28909090909091,0.0,1.0,3.0,2,19.0,13.0,1.6923076923076923,1.0,22.0,1.0,,0.0,44.1,1.0,2218.49,0.0
R-0140,DK,Mid,Sushi,0,Inbound,2025-09-06,2025-09-01,2025-09,2025-12-01,PL-01,44.1,1,46.0,2218.49,48.228043478260865,0.061224489795918366,0.0,,3,22.0,16.0,2.875,1.0,46.0,1.0,,0.0,44.1,1.0,954.8,0.0
R-0140,DK,Mid,Sushi,0,Inbound,2025-09-06,2025-09-01,2025-09,2026-01-01,PL-01,44.1,1,21.0,954.8,45.46666666666666,0.0,0.0,,4,46.0,29.0,0.7241379310344828,1.0,46.0,0.45652173913043476,4.142857142857143,1.0,44.1,1.0,1898.35,0.0
R-0140,DK,Mid,Sushi,0,Inbound,2025-09-06,2025-09-01,2025-09,2026-02-01,PL-01,44.1,1,38.0,1898.35,49.95657894736842,0.11627906976744186,0.0,,5,21.0,29.666666666666668,1.2808988764044944,1.0,46.0,0.8260869565217391,2.282051282051282,1.0,44.1,1.0,1789.55,0.0
R-0140,DK,Mid,Sushi,0,Inbound,2025-09-06,2025-09-01,2025-09,2026-03-01,PL-01,44.1,1,40.0,1789.55,44.738749999999996,0.06976744186046512,0.0,,6,38.0,35.0,1.1428571428571428,1.0,46.0,0.8695652173913043,2.1875,1.0,44.1,1.0,2009.32,0.0
R-0140,DK,Mid,Sushi,0,Inbound,2025-09-06,2025-09-01,2025-09,2026-04-01,PL-01,44.1,1,40.0,2009.32,50.233,0.06976744186046512,0.0,,7,40.0,33.0,1.2121212121212122,1.0,46.0,0.8695652173913043,1.1379310344827587,1.0,44.1,1.0,1675.89,0.0
R-0140,DK,Mid,Sushi,0,Inbound,2025-09-06,2025-09-01,2025-09,2026-05-01,PL-01,44.1,1,40.0,1675.89,41.89725,0.1111111111111111,1.0,4.0,8,40.0,39.333333333333336,1.0169491525423728,2.0,46.0,0.8695652173913043,1.3258426966292136,0.0,44.1,1.0,1590.58,0.0
R-0140,DK,Mid,Sushi,0,Inbound,2025-09-06,2025-09-01,2025-09,2026-06-01,PL-01,44.1,1,32.0,1590.58,49.705625,0.058823529411764705,1.0,5.0,9,40.0,40.0,0.8,3.0,46.0,0.6956521739130435,1.1428571428571428,1.0,89.1,1.0,1712.44,0.0
R-0140,DK,Mid,Sushi,0,Inbound,2025-09-06,2025-09-01,2025-09,2026-07-01,PL-02,89.1,1,37.0,1712.44,46.282162162162166,0.05128205128205128,0.0,,10,32.0,37.333333333333336,0.9910714285714285,3.0,46.0,0.8043478260869565,1.1313131313131315,1.0,89.1,1.0,1860.3500000000001,0.0
R-0140,DK,Mid,Sushi,0,Inbound,2025-09-06,2025-09-01,2025-09,2026-08-01,PL-02,89.1,1,40.0,1860.3500000000001,46.508750000000006,0.0,0.0,,11,37.0,36.333333333333336,1.1009174311926604,3.0,46.0,0.8695652173913043,0.923728813559322,1.0,,,,
R-0141,DE,Metro,Burger,0,Referral,2025-04-30,2025-04-01,2025-04,2025-04-01,PL-03,199.0,1,0.0,0.0,0.0,0.0,0.0,,0,,,,0.0,0.0,,,0.0,199.0,1.0,953.12,0.0
R-0141,DE,Metro,Burger,0,Referral,2025-04-30,2025-04-01,2025-04,2025-05-01,PL-03,199.0,1,37.0,953.12,25.76,0.02631578947368421,1.0,4.0,1,0.0,0.0,,1.0,37.0,1.0,,0.0,199.0,1.0,1512.66,0.0
R-0141,DE,Metro,Burger,0,Referral,2025-04-30,2025-04-01,2025-04,2025-06-01,PL-03,199.0,1,52.0,1512.66,29.089615384615385,0.018867924528301886,0.0,,2,37.0,18.5,2.810810810810811,1.0,52.0,1.0,,0.0,199.0,1.0,1307.59,0.0
R-0141,DE,Metro,Burger,0,Referral,2025-04-30,2025-04-01,2025-04,2025-07-01,PL-03,199.0,1,50.0,1307.59,26.151799999999998,0.05660377358490566,1.0,3.0,3,52.0,29.666666666666668,1.6853932584269662,2.0,52.0,0.9615384615384616,,0.0,199.0,1.0,1292.7,0.0
R-0141,DE,Metro,Burger,0,Referral,2025-04-30,2025-04-01,2025-04,2025-08-01,PL-03,199.0,1,46.0,1292.7,28.10217391304348,0.041666666666666664,1.0,3.0,4,50.0,46.333333333333336,0.9928057553956834,3.0,52.0,0.8846153846153846,,0.0,199.0,1.0,1535.69,0.0
R-0141,DE,Metro,Burger,0,Referral,2025-04-30,2025-04-01,2025-04,2025-09-01,PL-03,199.0,1,56.0,1535.69,27.423035714285714,0.034482758620689655,0.0,,5,46.0,49.333333333333336,1.135135135135135,3.0,56.0,1.0,2.666666666666667,0.0,349.0,1.0,1565.29,0.0
R-0141,DE,Metro,Burger,0,Referral,2025-04-30,2025-04-01,2025-04,2025-10-01,PL-04,349.0,1,60.0,1565.29,26.088166666666666,0.07692307692307693,1.0,4.0,6,56.0,50.666666666666664,1.1842105263157896,4.0,60.0,1.0,1.7078651685393258,0.0,349.0,1.0,1611.92,0.0
R-0141,DE,Metro,Burger,0,Referral,2025-04-30,2025-04-01,2025-04,2025-11-01,PL-04,349.0,1,54.0,1611.92,29.85037037037037,0.05263157894736842,1.0,4.0,7,60.0,54.0,1.0,5.0,60.0,0.9,1.1654676258992804,0.0,349.0,1.0,1850.32,0.0
R-0141,DE,Metro,Burger,0,Referral,2025-04-30,2025-04-01,2025-04,2025-12-01,PL-04,349.0,1,72.0,1850.32,25.698888888888888,0.02702702702702703,0.0,,8,54.0,56.666666666666664,1.2705882352941178,5.0,72.0,1.0,1.1486486486486485,0.0,349.0,1.0,1596.83,0.0
R-0141,DE,Metro,Burger,0,Referral,2025-04-30,2025-04-01,2025-04,2026-01-01,PL-04,349.0,1,66.0,1596.83,24.194393939393937,0.029411764705882353,1.0,3.0,9,72.0,62.0,1.064516129032258,6.0,72.0,0.9166666666666666,1.223684210526316,0.0,349.0,1.0,1809.83,0.0
R-0141,DE,Metro,Burger,0,Referral,2025-04-30,2025-04-01,2025-04,2026-02-01,PL-04,349.0,1,65.0,1809.83,27.84353846153846,0.04411764705882353,0.0,,10,66.0,64.0,1.015625,6.0,72.0,0.9027777777777778,1.1851851851851851,0.0,349.0,1.0,1912.1200000000001,0.0
R-0141,DE,Metro,Burger,0,Referral,2025-04-30,2025-04-01,2025-04,2026-03-01,PL-04,349.0,1,71.0,1912.1200000000001,26.931267605633803,0.04054054054054054,1.0,4.0,11,65.0,67.66666666666667,1.0492610837438423,7.0,72.0,0.9861111111111112,1.1941176470588237,0.0,349.0,1.0,2688.35,0.0
R-0141,DE,Metro,Burger,0,Referral,2025-04-30,2025-04-01,2025-04,2026-04-01,PL-04,349.0,1,97.0,2688.35,27.714948453608248,0.10185185185185185,0.0,,12,71.0,67.33333333333333,1.4405940594059408,7.0,97.0,1.0,1.086021505376344,0.0,349.0,1.0,3196.81,0.0
R-0141,DE,Metro,Burger,0,Referral,2025-04-30,2025-04-01,2025-04,2026-05-01,PL-04,349.0,1,118.0,3196.81,27.091610169491524,0.016666666666666666,1.0,4.0,13,97.0,77.66666666666667,1.5193133047210299,8.0,118.0,1.0,1.2135416666666667,0.0,349.0,1.0,3052.78,0.0
R-0141,DE,Metro,Burger,0,Referral,2025-04-30,2025-04-01,2025-04,2026-06-01,PL-04,349.0,1,113.0,3052.78,27.015752212389383,0.05042016806722689,0.0,,14,118.0,95.33333333333333,1.1853146853146854,8.0,118.0,0.9576271186440678,1.4088669950738915,0.0,349.0,1.0,3280.07,0.0
R-0141,DE,Metro,Burger,0,Referral,2025-04-30,2025-04-01,2025-04,2026-07-01,PL-04,349.0,1,117.0,3280.07,28.034786324786324,0.064,1.0,3.0,15,113.0,109.33333333333333,1.0701219512195121,9.0,118.0,0.9915254237288136,1.6237623762376239,0.0,349.0,1.0,3051.27,0.0
R-0141,DE,Metro,Burger,0,Referral,2025-04-30,2025-04-01,2025-04,2026-08-01,PL-04,349.0,1,120.0,3051.27,25.42725,0.06976744186046512,0.0,,16,117.0,116.0,1.0344827586206897,9.0,120.0,1.0,1.4935622317596566,0.0,,,,
R-0142,UK,Mid,Chinese,0,Direct sales,2025-06-07,2025-06-01,2025-06,2025-06-01,PL-03,179.1,1,10.0,351.76,35.176,0.09090909090909091,1.0,2.0,0,,,,1.0,10.0,1.0,,0.0,179.1,1.0,255.79,0.0
R-0142,UK,Mid,Chinese,0,Direct sales,2025-06-07,2025-06-01,2025-06,2025-07-01,PL-03,179.1,1,7.0,255.79,36.54142857142857,0.125,0.0,,1,10.0,10.0,0.7,1.0,10.0,0.7,,1.0,179.1,1.0,343.78000000000003,0.0
R-0142,UK,Mid,Chinese,0,Direct sales,2025-06-07,2025-06-01,2025-06,2025-08-01,PL-03,179.1,1,11.0,343.78000000000003,31.252727272727274,0.08333333333333333,0.0,,2,7.0,8.5,1.2941176470588236,1.0,11.0,1.0,,1.0,179.1,1.0,508.0,0.0
R-0142,UK,Mid,Chinese,0,Direct sales,2025-06-07,2025-06-01,2025-06,2025-09-01,PL-03,179.1,1,14.0,508.0,36.285714285714285,0.0,0.0,,3,11.0,9.333333333333334,1.5,1.0,14.0,1.0,,1.0,179.1,1.0,573.83,0.0
R-0142,UK,Mid,Chinese,0,Direct sales,2025-06-07,2025-06-01,2025-06,2025-10-01,PL-03,179.1,1,15.0,573.83,38.25533333333333,0.0625,0.0,,4,14.0,10.666666666666666,1.40625,1.0,15.0,1.0,1.0666666666666667,1.0,179.1,1.0,1388.57,0.0
R-0142,UK,Mid,Chinese,0,Direct sales,2025-06-07,2025-06-01,2025-06,2025-11-01,PL-03,179.1,1,37.0,1388.57,37.52891891891892,0.0,1.0,4.0,5,15.0,13.333333333333334,2.775,2.0,37.0,1.0,1.5686274509803921,0.0,179.1,1.0,904.9,0.0
R-0142,UK,Mid,Chinese,0,Direct sales,2025-06-07,2025-06-01,2025-06,2025-12-01,PL-03,179.1,1,26.0,904.9,34.80384615384615,0.0,1.0,2.0,6,37.0,22.0,1.1818181818181819,3.0,37.0,0.7027027027027027,2.357142857142857,0.0,179.1,1.0,972.05,0.0
