order_id,restaurant_id,order_date,order_value_eur,order_channel,fulfilment_type,order_status,order_month,is_completed,net_order_value_eur
ORD-0185299,R-0426,2025-03-03,94.78,web,delivery,completed,2025-03-01,1,94.78
ORD-0161528,R-0376,2025-03-03,37.46,web,pickup,completed,2025-03-01,1,37.46
ORD-0185327,R-0426,2025-03-03,52.55,web,pickup,completed,2025-03-01,1,52.55
ORD-0162542,R-0379,2025-03-03,28.74,web,delivery,completed,2025-03-01,1,28.74
ORD-0224746,R-0525,2025-03-04,18.36,web,pickup,completed,2025-03-01,1,18.36
ORD-0245879,R-0570,2025-03-04,52.14,web,delivery,completed,2025-03-01,1,52.14
ORD-0073977,R-0171,2025-03-04,31.55,web,delivery,completed,2025-03-01,1,31.55
ORD-0016142,R-0025,2025-03-04,13.16,web,pickup,completed,2025-03-01,1,13.16
ORD-0152295,R-0363,2025-03-04,12.08,app,pickup,completed,2025-03-01,1,12.08
ORD-0073989,R-0171,2025-03-04,30.29,web,delivery,completed,2025-03-01,1,30.29
ORD-0074012,R-0171,2025-03-04,26.75,web,delivery,completed,2025-03-01,1,26.75
ORD-0213414,R-0491,2025-03-04,24.77,app,pickup,completed,2025-03-01,1,24.77
ORD-0059860,R-0146,2025-03-04,54.47,web,delivery,completed,2025-03-01,1,54.47
ORD-0152240,R-0363,2025-03-04,15.28,app,pickup,completed,2025-03-01,1,15.28
ORD-0152241,R-0363,2025-03-04,20.37,app,pickup,completed,2025-03-01,1,20.37
ORD-0043975,R-0104,2025-03-04,20.17,app,delivery,completed,2025-03-01,1,20.17
ORD-0043994,R-0104,2025-03-04,23.14,web,pickup,completed,2025-03-01,1,23.14
ORD-0230405,R-0538,2025-03-04,27.18,app,delivery,completed,2025-03-01,1,27.18
ORD-0162545,R-0379,2025-03-04,50.62,app,delivery,completed,2025-03-01,1,50.62
ORD-0051150,R-0126,2025-03-04,12.22,web,pickup,completed,2025-03-01,1,12.22
ORD-0059917,R-0146,2025-03-04,30.77,app,delivery,completed,2025-03-01,1,30.77
ORD-0244758,R-0568,2025-03-04,38.49,app,delivery,completed,2025-03-01,1,38.49
ORD-0059267,R-0143,2025-03-04,82.81,web,pickup,completed,2025-03-01,1,82.81
ORD-0150037,R-0358,2025-03-04,36.7,app,delivery,completed,2025-03-01,1,36.7
ORD-0178729,R-0420,2025-03-04,21.79,web,delivery,completed,2025-03-01,1,21.79
ORD-0192637,R-0446,2025-03-04,38.18,app,pickup,completed,2025-03-01,1,38.18
ORD-0025662,R-0053,2025-03-04,22.89,app,delivery,completed,2025-03-01,1,22.89
ORD-0140479,R-0344,2025-03-04,38.8,app,delivery,completed,2025-03-01,1,38.8
ORD-0249574,R-0586,2025-03-04,17.08,app,delivery,completed,2025-03-01,1,17.08
ORD-0247810,R-0579,2025-03-04,50.22,app,delivery,completed,2025-03-01,1,50.22
ORD-0059883,R-0146,2025-03-04,35.15,app,delivery,completed,2025-03-01,1,35.15
ORD-0140481,R-0344,2025-03-04,23.09,app,pickup,completed,2025-03-01,1,23.09
ORD-0105298,R-0236,2025-03-04,39.02,web,delivery,completed,2025-03-01,1,39.02
ORD-0140471,R-0344,2025-03-04,12.21,app,pickup,completed,2025-03-01,1,12.21
ORD-0249564,R-0586,2025-03-04,17.42,app,delivery,completed,2025-03-01,1,17.42
ORD-0073991,R-0171,2025-03-04,12.44,web,pickup,completed,2025-03-01,1,12.44
ORD-0074030,R-0171,2025-03-04,15.34,app,delivery,completed,2025-03-01,1,15.34
ORD-0148058,R-0357,2025-03-04,14.5,web,delivery,completed,2025-03-01,1,14.5
ORD-0051212,R-0126,2025-03-04,19.33,app,pickup,completed,2025-03-01,1,19.33
ORD-0075244,R-0175,2025-03-04,13.84,web,pickup,completed,2025-03-01,1,13.84
ORD-0059907,R-0146,2025-03-04,50.28,app,pickup,completed,2025-03-01,1,50.28
ORD-0161520,R-0376,2025-03-04,29.56,app,delivery,completed,2025-03-01,1,29.56
ORD-0016159,R-0025,2025-03-04,29.24,app,delivery,completed,2025-03-01,1,29.24
ORD-0224795,R-0525,2025-03-05,35.92,app,pickup,refunded,2025-03-01,0,0.0
ORD-0059266,R-0143,2025-03-05,22.59,web,pickup,completed,2025-03-01,1,22.59
ORD-0230401,R-0538,2025-03-05,20.0,app,delivery,completed,2025-03-01,1,20.0
ORD-0148053,R-0357,2025-03-05,46.83,web,delivery,completed,2025-03-01,1,46.83
ORD-0075241,R-0175,2025-03-05,17.83,app,delivery,completed,2025-03-01,1,17.83
ORD-0150036,R-0358,2025-03-05,22.86,app,delivery,completed,2025-03-01,1,22.86
ORD-0192629,R-0446,2025-03-05,27.67,app,delivery,completed,2025-03-01,1,27.67
ORD-0044002,R-0104,2025-03-05,15.49,web,delivery,completed,2025-03-01,1,15.49
ORD-0249582,R-0586,2025-03-05,30.0,web,pickup,completed,2025-03-01,1,30.0
ORD-0051224,R-0126,2025-03-05,29.35,web,delivery,completed,2025-03-01,1,29.35
ORD-0105285,R-0236,2025-03-05,22.68,web,pickup,completed,2025-03-01,1,22.68
ORD-0025590,R-0050,2025-03-05,20.94,app,pickup,completed,2025-03-01,1,20.94
ORD-0059864,R-0146,2025-03-05,41.71,web,pickup,completed,2025-03-01,1,41.71
ORD-0059279,R-0143,2025-03-05,38.4,app,pickup,completed,2025-03-01,1,38.4
ORD-0132584,R-0324,2025-03-05,26.9,web,pickup,completed,2025-03-01,1,26.9
ORD-0051230,R-0126,2025-03-05,33.2,app,delivery,completed,2025-03-01,1,33.2
ORD-0178722,R-0420,2025-03-05,28.42,web,pickup,completed,2025-03-01,1,28.42
ORD-0059914,R-0146,2025-03-05,29.36,web,delivery,completed,2025-03-01,1,29.36
ORD-0213424,R-0491,2025-03-05,20.45,app,pickup,refunded,2025-03-01,0,0.0
ORD-0178733,R-0420,2025-03-05,46.69,web,delivery,completed,2025-03-01,1,46.69
ORD-0213430,R-0491,2025-03-05,26.61,app,pickup,completed,2025-03-01,1,26.61
ORD-0079723,R-0184,2025-03-05,17.41,app,pickup,completed,2025-03-01,1,17.41
ORD-0091075,R-0207,2025-03-05,40.1,web,pickup,completed,2025-03-01,1,40.1
ORD-0074020,R-0171,2025-03-05,16.35,web,pickup,completed,2025-03-01,1,16.35
ORD-0213433,R-0491,2025-03-05,15.23,app,pickup,completed,2025-03-01,1,15.23
ORD-0192589,R-0446,2025-03-05,36.17,app,pickup,completed,2025-03-01,1,36.17
ORD-0025579,R-0050,2025-03-05,20.78,app,delivery,completed,2025-03-01,1,20.78
ORD-0247781,R-0579,2025-03-05,34.79,app,delivery,completed,2025-03-01,1,34.79
ORD-0051195,R-0126,2025-03-05,22.0,app,pickup,cancelled,2025-03-01,0,0.0
ORD-0247783,R-0579,2025-03-05,20.85,app,delivery,completed,2025-03-01,1,20.85
ORD-0079730,R-0184,2025-03-05,11.21,web,delivery,completed,2025-03-01,1,11.21
ORD-0192575,R-0446,2025-03-05,35.96,app,pickup,completed,2025-03-01,1,35.96
ORD-0249598,R-0586,2025-03-05,16.26,app,pickup,completed,2025-03-01,1,16.26
ORD-0161521,R-0376,2025-03-05,29.79,app,delivery,completed,2025-03-01,1,29.79
ORD-0227512,R-0531,2025-03-05,24.54,web,delivery,completed,2025-03-01,1,24.54
ORD-0016123,R-0025,2025-03-05,26.59,app,delivery,completed,2025-03-01,1,26.59
ORD-0074034,R-0171,2025-03-05,18.18,web,delivery,completed,2025-03-01,1,18.18
ORD-0192601,R-0446,2025-03-05,54.29,web,delivery,completed,2025-03-01,1,54.29
ORD-0192621,R-0446,2025-03-05,76.77,app,pickup,completed,2025-03-01,1,76.77
ORD-0148033,R-0357,2025-03-05,53.87,web,delivery,completed,2025-03-01,1,53.87
ORD-0005873,R-0010,2025-03-05,27.7,web,pickup,completed,2025-03-01,1,27.7
ORD-0192615,R-0446,2025-03-05,32.62,web,delivery,completed,2025-03-01,1,32.62
ORD-0249554,R-0586,2025-03-05,37.75,app,pickup,completed,2025-03-01,1,37.75
ORD-0079764,R-0184,2025-03-05,10.78,web,pickup,completed,2025-03-01,1,10.78
ORD-0213440,R-0491,2025-03-05,41.71,web,pickup,completed,2025-03-01,1,41.71
ORD-0043970,R-0104,2025-03-05,29.77,app,delivery,refunded,2025-03-01,0,0.0
ORD-0134760,R-0330,2025-03-05,22.13,web,pickup,completed,2025-03-01,1,22.13
ORD-0162522,R-0379,2025-03-05,25.72,web,delivery,completed,2025-03-01,1,25.72
ORD-0043967,R-0104,2025-03-05,26.11,web,delivery,completed,2025-03-01,1,26.11
ORD-0005898,R-0010,2025-03-05,95.88,web,delivery,completed,2025-03-01,1,95.88
ORD-0152282,R-0363,2025-03-05,25.44,web,pickup,completed,2025-03-01,1,25.44
ORD-0005847,R-0010,2025-03-05,40.79,app,delivery,completed,2025-03-01,1,40.79
ORD-0213443,R-0491,2025-03-06,29.21,app,pickup,completed,2025-03-01,1,29.21
ORD-0016146,R-0025,2025-03-06,13.32,app,pickup,completed,2025-03-01,1,13.32
ORD-0148036,R-0357,2025-03-06,19.36,web,delivery,completed,2025-03-01,1,19.36
ORD-0051188,R-0126,2025-03-06,25.1,web,pickup,completed,2025-03-01,1,25.1
ORD-0016153,R-0025,2025-03-06,14.87,web,pickup,completed,2025-03-01,1,14.87
ORD-0148011,R-0357,2025-03-06,23.12,app,delivery,completed,2025-03-01,1,23.12
ORD-0148004,R-0357,2025-03-06,32.25,web,delivery,completed,2025-03-01,1,32.25
ORD-0051206,R-0126,2025-03-06,29.42,web,delivery,completed,2025-03-01,1,29.42
ORD-0249551,R-0586,2025-03-06,19.04,app,pickup,completed,2025-03-01,1,19.04
ORD-0051152,R-0126,2025-03-06,16.18,web,pickup,completed,2025-03-01,1,16.18
ORD-0005894,R-0010,2025-03-06,33.48,web,delivery,completed,2025-03-01,1,33.48
ORD-0213425,R-0491,2025-03-06,30.25,app,pickup,completed,2025-03-01,1,30.25
ORD-0079718,R-0184,2025-03-06,18.13,web,delivery,completed,2025-03-01,1,18.13
ORD-0051210,R-0126,2025-03-06,39.3,app,delivery,completed,2025-03-01,1,39.3
ORD-0005888,R-0010,2025-03-06,45.64,web,delivery,completed,2025-03-01,1,45.64
ORD-0230379,R-0538,2025-03-06,23.7,web,pickup,completed,2025-03-01,1,23.7
ORD-0224754,R-0525,2025-03-06,24.36,web,pickup,completed,2025-03-01,1,24.36
ORD-0051242,R-0126,2025-03-06,21.91,web,delivery,completed,2025-03-01,1,21.91
ORD-0157422,R-0369,2025-03-06,14.36,web,delivery,completed,2025-03-01,1,14.36
ORD-0157423,R-0369,2025-03-06,28.24,web,pickup,completed,2025-03-01,1,28.24
ORD-0016193,R-0025,2025-03-06,24.96,web,delivery,completed,2025-03-01,1,24.96
ORD-0192591,R-0446,2025-03-06,35.32,app,pickup,completed,2025-03-01,1,35.32
ORD-0157437,R-0369,2025-03-06,19.15,web,delivery,completed,2025-03-01,1,19.15
ORD-0192588,R-0446,2025-03-06,31.65,app,delivery,completed,2025-03-01,1,31.65
ORD-0005870,R-0010,2025-03-06,32.37,app,delivery,completed,2025-03-01,1,32.37
ORD-0091072,R-0207,2025-03-06,36.48,app,pickup,completed,2025-03-01,1,36.48
ORD-0061503,R-0154,2025-03-06,18.89,app,delivery,completed,2025-03-01,1,18.89
ORD-0059248,R-0143,2025-03-06,74.24,app,pickup,refunded,2025-03-01,0,0.0
ORD-0074023,R-0171,2025-03-06,28.09,app,delivery,completed,2025-03-01,1,28.09
ORD-0025665,R-0053,2025-03-06,23.44,web,delivery,completed,2025-03-01,1,23.44
ORD-0230436,R-0538,2025-03-06,19.08,web,delivery,completed,2025-03-01,1,19.08
ORD-0160551,R-0375,2025-03-06,24.65,web,delivery,completed,2025-03-01,1,24.65
ORD-0005882,R-0010,2025-03-06,26.1,web,pickup,completed,2025-03-01,1,26.1
ORD-0025656,R-0053,2025-03-06,23.84,web,pickup,completed,2025-03-01,1,23.84
ORD-0247787,R-0579,2025-03-06,16.53,app,delivery,completed,2025-03-01,1,16.53
ORD-0059869,R-0146,2025-03-06,15.06,web,delivery,completed,2025-03-01,1,15.06
ORD-0247794,R-0579,2025-03-06,19.84,app,delivery,completed,2025-03-01,1,19.84
ORD-0061513,R-0154,2025-03-06,135.41,web,delivery,completed,2025-03-01,1,135.41
ORD-0245909,R-0570,2025-03-06,14.37,web,delivery,completed,2025-03-01,1,14.37
ORD-0079746,R-0184,2025-03-06,14.07,app,delivery,completed,2025-03-01,1,14.07
ORD-0224744,R-0525,2025-03-06,15.5,web,pickup,cancelled,2025-03-01,0,0.0
ORD-0079769,R-0184,2025-03-06,31.34,web,delivery,completed,2025-03-01,1,31.34
ORD-0162533,R-0379,2025-03-06,19.18,web,delivery,completed,2025-03-01,1,19.18
ORD-0150039,R-0358,2025-03-06,36.6,app,delivery,completed,2025-03-01,1,36.6
ORD-0043997,R-0104,2025-03-06,17.68,web,pickup,completed,2025-03-01,1,17.68
ORD-0091070,R-0207,2025-03-06,29.78,app,delivery,completed,2025-03-01,1,29.78
ORD-0230399,R-0538,2025-03-06,32.85,web,delivery,completed,2025-03-01,1,32.85
ORD-0249556,R-0586,2025-03-06,28.25,app,pickup,completed,2025-03-01,1,28.25
ORD-0224738,R-0525,2025-03-06,24.91,web,pickup,completed,2025-03-01,1,24.91
ORD-0150033,R-0358,2025-03-06,50.62,app,delivery,completed,2025-03-01,1,50.62
ORD-0105284,R-0236,2025-03-06,21.4,app,delivery,completed,2025-03-01,1,21.4
ORD-0016182,R-0025,2025-03-06,21.78,web,pickup,completed,2025-03-01,1,21.78
ORD-0152248,R-0363,2025-03-06,10.65,app,delivery,completed,2025-03-01,1,10.65
ORD-0140460,R-0344,2025-03-07,37.56,app,delivery,completed,2025-03-01,1,37.56
ORD-0224751,R-0525,2025-03-07,33.59,app,delivery,cancelled,2025-03-01,0,0.0
ORD-0105287,R-0236,2025-03-07,33.78,app,delivery,cancelled,2025-03-01,0,0.0
ORD-0059273,R-0143,2025-03-07,53.4,app,pickup,completed,2025-03-01,1,53.4
ORD-0224763,R-0525,2025-03-07,64.84,app,pickup,completed,2025-03-01,1,64.84
ORD-0214945,R-0495,2025-03-07,54.86,app,pickup,completed,2025-03-01,1,54.86
ORD-0230435,R-0538,2025-03-07,27.13,web,delivery,completed,2025-03-01,1,27.13
ORD-0224766,R-0525,2025-03-07,25.58,web,delivery,completed,2025-03-01,1,25.58
ORD-0230417,R-0538,2025-03-07,20.64,app,delivery,completed,2025-03-01,1,20.64
ORD-0132591,R-0324,2025-03-07,35.96,app,pickup,completed,2025-03-01,1,35.96
ORD-0105283,R-0236,2025-03-07,30.25,app,delivery,completed,2025-03-01,1,30.25
ORD-0059862,R-0146,2025-03-07,27.91,web,pickup,completed,2025-03-01,1,27.91
ORD-0079750,R-0184,2025-03-07,15.08,web,pickup,completed,2025-03-01,1,15.08
ORD-0005865,R-0010,2025-03-07,39.26,web,delivery,completed,2025-03-01,1,39.26
ORD-0059265,R-0143,2025-03-07,39.0,web,delivery,completed,2025-03-01,1,39.0
ORD-0079742,R-0184,2025-03-07,20.45,app,delivery,completed,2025-03-01,1,20.45
ORD-0214917,R-0495,2025-03-07,45.29,app,pickup,completed,2025-03-01,1,45.29
ORD-0105265,R-0236,2025-03-07,30.7,web,delivery,completed,2025-03-01,1,30.7
ORD-0230427,R-0538,2025-03-07,25.39,web,pickup,completed,2025-03-01,1,25.39
ORD-0101694,R-0230,2025-03-07,71.01,web,pickup,completed,2025-03-01,1,71.01
ORD-0059875,R-0146,2025-03-07,25.38,web,delivery,completed,2025-03-01,1,25.38
ORD-0091076,R-0207,2025-03-07,34.16,app,pickup,completed,2025-03-01,1,34.16
ORD-0105280,R-0236,2025-03-07,30.29,app,pickup,completed,2025-03-01,1,30.29
ORD-0051149,R-0126,2025-03-07,46.25,web,delivery,completed,2025-03-01,1,46.25
ORD-0244742,R-0568,2025-03-07,32.98,web,pickup,completed,2025-03-01,1,32.98
ORD-0161529,R-0376,2025-03-07,58.23,app,delivery,completed,2025-03-01,1,58.23
ORD-0025583,R-0050,2025-03-07,43.39,app,delivery,completed,2025-03-01,1,43.39
ORD-0061514,R-0154,2025-03-07,70.29,web,delivery,completed,2025-03-01,1,70.29
ORD-0025651,R-0053,2025-03-07,24.86,app,pickup,completed,2025-03-01,1,24.86
ORD-0160540,R-0375,2025-03-07,28.41,web,delivery,completed,2025-03-01,1,28.41
ORD-0247777,R-0579,2025-03-07,44.16,app,delivery,completed,2025-03-01,1,44.16
ORD-0192583,R-0446,2025-03-07,76.65,app,delivery,completed,2025-03-01,1,76.65
ORD-0160524,R-0375,2025-03-07,14.14,web,delivery,completed,2025-03-01,1,14.14
ORD-0192596,R-0446,2025-03-07,65.01,web,delivery,completed,2025-03-01,1,65.01
ORD-0192597,R-0446,2025-03-07,35.55,web,delivery,completed,2025-03-01,1,35.55
ORD-0074042,R-0171,2025-03-07,21.78,app,delivery,completed,2025-03-01,1,21.78
ORD-0152280,R-0363,2025-03-07,13.91,web,pickup,completed,2025-03-01,1,13.91
ORD-0152270,R-0363,2025-03-07,18.76,web,delivery,completed,2025-03-01,1,18.76
ORD-0059919,R-0146,2025-03-07,40.94,web,delivery,completed,2025-03-01,1,40.94
ORD-0245895,R-0570,2025-03-07,28.93,web,pickup,completed,2025-03-01,1,28.93
ORD-0074019,R-0171,2025-03-07,19.77,app,delivery,completed,2025-03-01,1,19.77
ORD-0192619,R-0446,2025-03-07,80.21,web,delivery,completed,2025-03-01,1,80.21
ORD-0025575,R-0050,2025-03-07,22.31,app,pickup,completed,2025-03-01,1,22.31
ORD-0230385,R-0538,2025-03-07,30.82,app,delivery,completed,2025-03-01,1,30.82
ORD-0249546,R-0586,2025-03-07,13.93,web,pickup,completed,2025-03-01,1,13.93
ORD-0249545,R-0586,2025-03-07,13.71,web,pickup,completed,2025-03-01,1,13.71
ORD-0178719,R-0420,2025-03-07,36.68,app,pickup,completed,2025-03-01,1,36.68
ORD-0185313,R-0426,2025-03-07,37.08,web,delivery,completed,2025-03-01,1,37.08
ORD-0178709,R-0420,2025-03-07,19.08,web,delivery,completed,2025-03-01,1,19.08
ORD-0016155,R-0025,2025-03-07,24.99,app,pickup,completed,2025-03-01,1,24.99
ORD-0178704,R-0420,2025-03-07,14.28,web,pickup,completed,2025-03-01,1,14.28
ORD-0178703,R-0420,2025-03-07,24.54,app,delivery,completed,2025-03-01,1,24.54
ORD-0185316,R-0426,2025-03-07,72.67,app,pickup,completed,2025-03-01,1,72.67
ORD-0247804,R-0579,2025-03-07,24.4,app,delivery,completed,2025-03-01,1,24.4
ORD-0185318,R-0426,2025-03-07,34.26,web,pickup,completed,2025-03-01,1,34.26
ORD-0185326,R-0426,2025-03-07,20.25,app,delivery,completed,2025-03-01,1,20.25
ORD-0162553,R-0379,2025-03-07,18.21,web,delivery,completed,2025-03-01,1,18.21
ORD-0162548,R-0379,2025-03-07,22.21,web,delivery,completed,2025-03-01,1,22.21
ORD-0162538,R-0379,2025-03-07,29.59,web,delivery,completed,2025-03-01,1,29.59
ORD-0025573,R-0050,2025-03-07,27.86,app,delivery,completed,2025-03-01,1,27.86
ORD-0152260,R-0363,2025-03-07,13.93,web,pickup,completed,2025-03-01,1,13.93
ORD-0043969,R-0104,2025-03-07,31.88,app,delivery,completed,2025-03-01,1,31.88
ORD-0224805,R-0525,2025-03-07,14.3,web,delivery,completed,2025-03-01,1,14.3
ORD-0043984,R-0104,2025-03-07,30.68,web,delivery,completed,2025-03-01,1,30.68
ORD-0148059,R-0357,2025-03-07,24.61,web,delivery,completed,2025-03-01,1,24.61
ORD-0148056,R-0357,2025-03-07,15.56,app,delivery,completed,2025-03-01,1,15.56
ORD-0213396,R-0491,2025-03-07,45.0,app,pickup,completed,2025-03-01,1,45.0
ORD-0051146,R-0126,2025-03-07,26.43,web,pickup,completed,2025-03-01,1,26.43
ORD-0148032,R-0357,2025-03-07,43.8,web,pickup,completed,2025-03-01,1,43.8
ORD-0148022,R-0357,2025-03-07,27.31,web,pickup,cancelled,2025-03-01,0,0.0
ORD-0051160,R-0126,2025-03-07,21.71,app,delivery,completed,2025-03-01,1,21.71
ORD-0005858,R-0010,2025-03-07,44.88,web,delivery,cancelled,2025-03-01,0,0.0
ORD-0148005,R-0357,2025-03-07,30.56,web,delivery,completed,2025-03-01,1,30.56
ORD-0147990,R-0357,2025-03-07,10.86,web,delivery,completed,2025-03-01,1,10.86
ORD-0140498,R-0344,2025-03-07,17.77,app,delivery,completed,2025-03-01,1,17.77
ORD-0213432,R-0491,2025-03-07,20.6,app,pickup,cancelled,2025-03-01,0,0.0
ORD-0079726,R-0184,2025-03-07,14.74,web,delivery,completed,2025-03-01,1,14.74
ORD-0224798,R-0525,2025-03-07,29.83,web,delivery,completed,2025-03-01,1,29.83
ORD-0245862,R-0570,2025-03-07,32.47,web,delivery,completed,2025-03-01,1,32.47
ORD-0148078,R-0357,2025-03-07,58.89,web,delivery,completed,2025-03-01,1,58.89
ORD-0192634,R-0446,2025-03-07,34.24,app,delivery,completed,2025-03-01,1,34.24
ORD-0048758,R-0119,2025-03-07,61.89,web,pickup,completed,2025-03-01,1,61.89
ORD-0059908,R-0146,2025-03-07,40.77,app,delivery,completed,2025-03-01,1,40.77
ORD-0150026,R-0358,2025-03-07,59.25,web,delivery,completed,2025-03-01,1,59.25
ORD-0044004,R-0104,2025-03-07,20.34,app,delivery,completed,2025-03-01,1,20.34
ORD-0150022,R-0358,2025-03-07,42.03,app,delivery,completed,2025-03-01,1,42.03
ORD-0150032,R-0358,2025-03-07,29.25,app,delivery,completed,2025-03-01,1,29.25
ORD-0227505,R-0531,2025-03-07,25.42,app,pickup,completed,2025-03-01,1,25.42
ORD-0075238,R-0175,2025-03-07,23.32,web,delivery,completed,2025-03-01,1,23.32
ORD-0152252,R-0363,2025-03-07,15.16,web,pickup,completed,2025-03-01,1,15.16
ORD-0048768,R-0119,2025-03-07,29.9,app,pickup,completed,2025-03-01,1,29.9
ORD-0148079,R-0357,2025-03-07,18.84,web,delivery,completed,2025-03-01,1,18.84
ORD-0230380,R-0538,2025-03-08,27.68,app,pickup,completed,2025-03-01,1,27.68
ORD-0059881,R-0146,2025-03-08,39.72,app,delivery,completed,2025-03-01,1,39.72
ORD-0230383,R-0538,2025-03-08,22.27,app,delivery,completed,2025-03-01,1,22.27
ORD-0249577,R-0586,2025-03-08,18.03,app,delivery,cancelled,2025-03-01,0,0.0
ORD-0230397,R-0538,2025-03-08,42.5,web,pickup,completed,2025-03-01,1,42.5
ORD-0059882,R-0146,2025-03-08,20.35,app,delivery,completed,2025-03-01,1,20.35
ORD-0227513,R-0531,2025-03-08,44.97,web,pickup,completed,2025-03-01,1,44.97
ORD-0073971,R-0171,2025-03-08,25.06,web,delivery,completed,2025-03-01,1,25.06
ORD-0059904,R-0146,2025-03-08,38.55,web,delivery,completed,2025-03-01,1,38.55
ORD-0061508,R-0154,2025-03-08,80.83,web,delivery,completed,2025-03-01,1,80.83
ORD-0079732,R-0184,2025-03-08,25.82,app,delivery,completed,2025-03-01,1,25.82
ORD-0230368,R-0538,2025-03-08,23.67,web,delivery,refunded,2025-03-01,0,0.0
ORD-0079719,R-0184,2025-03-08,19.18,web,pickup,completed,2025-03-01,1,19.18
ORD-0079749,R-0184,2025-03-08,11.95,app,pickup,completed,2025-03-01,1,11.95
ORD-0074031,R-0171,2025-03-08,18.91,app,delivery,completed,2025-03-01,1,18.91
ORD-0249580,R-0586,2025-03-08,33.28,app,delivery,completed,2025-03-01,1,33.28
ORD-0249569,R-0586,2025-03-08,11.95,web,delivery,completed,2025-03-01,1,11.95
ORD-0249581,R-0586,2025-03-08,24.21,app,delivery,completed,2025-03-01,1,24.21
ORD-0230410,R-0538,2025-03-08,43.19,web,delivery,completed,2025-03-01,1,43.19
ORD-0224779,R-0525,2025-03-08,27.4,app,pickup,completed,2025-03-01,1,27.4
ORD-0230406,R-0538,2025-03-08,14.69,web,pickup,completed,2025-03-01,1,14.69
ORD-0075235,R-0175,2025-03-08,52.27,web,delivery,completed,2025-03-01,1,52.27
ORD-0249553,R-0586,2025-03-08,14.0,web,delivery,completed,2025-03-01,1,14.0
ORD-0100960,R-0227,2025-03-08,32.63,app,pickup,completed,2025-03-01,1,32.63
ORD-0150034,R-0358,2025-03-08,58.06,app,delivery,completed,2025-03-01,1,58.06
ORD-0245874,R-0570,2025-03-08,40.12,app,delivery,completed,2025-03-01,1,40.12
ORD-0048749,R-0119,2025-03-08,43.54,web,delivery,completed,2025-03-01,1,43.54
ORD-0245885,R-0570,2025-03-08,32.01,app,pickup,completed,2025-03-01,1,32.01
ORD-0091071,R-0207,2025-03-08,22.34,web,delivery,completed,2025-03-01,1,22.34
ORD-0152253,R-0363,2025-03-08,13.58,app,pickup,completed,2025-03-01,1,13.58
ORD-0192623,R-0446,2025-03-08,75.44,app,delivery,completed,2025-03-01,1,75.44
ORD-0192610,R-0446,2025-03-08,29.17,web,pickup,completed,2025-03-01,1,29.17
ORD-0033530,R-0074,2025-03-08,45.91,web,delivery,completed,2025-03-01,1,45.91
ORD-0157443,R-0369,2025-03-08,32.92,web,delivery,completed,2025-03-01,1,32.92
ORD-0160527,R-0375,2025-03-08,18.36,web,pickup,completed,2025-03-01,1,18.36
ORD-0192584,R-0446,2025-03-08,21.98,app,pickup,completed,2025-03-01,1,21.98
ORD-0247775,R-0579,2025-03-08,17.89,web,delivery,completed,2025-03-01,1,17.89
ORD-0249593,R-0586,2025-03-08,25.71,web,pickup,completed,2025-03-01,1,25.71
ORD-0160546,R-0375,2025-03-08,36.63,app,delivery,completed,2025-03-01,1,36.63
ORD-0160553,R-0375,2025-03-08,49.48,app,delivery,completed,2025-03-01,1,49.48
ORD-0025591,R-0050,2025-03-08,21.48,web,delivery,completed,2025-03-01,1,21.48
ORD-0178727,R-0420,2025-03-08,32.37,web,delivery,completed,2025-03-01,1,32.37
ORD-0178718,R-0420,2025-03-08,24.22,app,pickup,completed,2025-03-01,1,24.22
ORD-0016149,R-0025,2025-03-08,17.7,web,delivery,completed,2025-03-01,1,17.7
ORD-0178706,R-0420,2025-03-08,39.47,web,delivery,completed,2025-03-01,1,39.47
ORD-0016158,R-0025,2025-03-08,32.2,app,delivery,completed,2025-03-01,1,32.2
ORD-0166587,R-0388,2025-03-08,35.29,app,pickup,completed,2025-03-01,1,35.29
ORD-0245870,R-0570,2025-03-08,28.08,web,delivery,completed,2025-03-01,1,28.08
ORD-0185322,R-0426,2025-03-08,59.15,web,pickup,completed,2025-03-01,1,59.15
ORD-0016180,R-0025,2025-03-08,20.96,app,delivery,completed,2025-03-01,1,20.96
ORD-0192545,R-0446,2025-03-08,43.04,app,delivery,completed,2025-03-01,1,43.04
ORD-0192550,R-0446,2025-03-08,36.88,app,delivery,refunded,2025-03-01,0,0.0
ORD-0161547,R-0376,2025-03-08,65.38,web,pickup,completed,2025-03-01,1,65.38
ORD-0016195,R-0025,2025-03-08,23.19,web,delivery,completed,2025-03-01,1,23.19
ORD-0161531,R-0376,2025-03-08,56.01,app,pickup,completed,2025-03-01,1,56.01
ORD-0162549,R-0379,2025-03-08,14.65,app,delivery,completed,2025-03-01,1,14.65
ORD-0048764,R-0119,2025-03-08,54.07,web,delivery,completed,2025-03-01,1,54.07
ORD-0152249,R-0363,2025-03-08,30.59,web,pickup,completed,2025-03-01,1,30.59
ORD-0245863,R-0570,2025-03-08,20.2,web,delivery,completed,2025-03-01,1,20.2
ORD-0051186,R-0126,2025-03-08,37.38,app,delivery,completed,2025-03-01,1,37.38
ORD-0140478,R-0344,2025-03-08,24.04,app,pickup,completed,2025-03-01,1,24.04
ORD-0051203,R-0126,2025-03-08,21.83,app,delivery,completed,2025-03-01,1,21.83
